Title	IMDB	Budget	 Dom  Box  Office 	 Intl  Box  Office 	Score	Year	Writers	Directors	Producers	 Female  Character  Percentage 	 Female  Talk  Percentage 	 Female  Writer  Percentage 	 Female  Director  Percentage 	 Female  Producer  Percentage 	 Overall  Female  Production  Percentage 
   We're    the    Millers   	1723121	37478694.16	152339870	277013966	3	2013	"  [['Bob    Fisher',    'm'],    ['Steve    Faber',    'm'],    ['Sean    Anders',    'm'],    ['John    Morris',    'm']]  "	"  [['Rawson    Marshall    Thurber',    'm']]  "	"  [['Chris    Bender',    'm'],    ['Richard    Brener',    'm'],    ['Toby    Emmerich',    'm'],    ['David    Heyman',    'm'],    ['Dave    Neustadter',    'm'],    ['Vincent    Newman',    'm'],    ['J.C.    Spink',    'm'],    ['Tucker    Tooley',    'm'],    ['Marcus    Viscidi',    'm'],    ['Happy    Walters',    'm'],    ['Matt    Weaver',    'm']]  "	-1.5	-1.5	0	0	0	0
Shame	1723811	6819086.332	4198766.469	18613746	1	2011	"  [['Steve    McQueen',    'm'],    ['Abi    Morgan',    'f'],    ['Harold    Manning',    'm']]  "	"  [['Steve    McQueen',    'm']]  "	"  [['Iain    Canning',    'm'],    ['Peter    Hampden',    'm'],    ['Tim    Haslam',    'm'],    ['Tessa    Ross',    'f'],    ['Emile    Sherman',    'm'],    ['Bergen    Swanson',    'NULL'],    ['Robert    Walak',    'm']]  "	0.5	0.310019206	0.333333333	0	0.142857143	0.181818182
   L!fe    Happens   	1726589	-6	-4	32512	3	2011	"  [['Kat    Coiro',    'f'],    ['Krysten    Ritter',    'f']]  "	"  [['Kat    Coiro',    'f']]  "	"  [['Kat    Coiro',    'f'],    ['Justin    L.    Levine',    'm'],    ['David    J.    Phillips',    'm'],    ['Krysten    Ritter',    'f'],    ['Corbin    Timbrook',    'm']]  "	-1.5	-1.5	1	1	0.4	0.625
   Before    I    Go    to    Sleep   	1726592	-6	-4	15376727	3	2014	"  [['Rowan    Joffe',    'm'],    ['S.J.    Watson',    'NULL']]  "	"  [['Rowan    Joffe',    'm']]  "	"  [['Jack    Arbuthnott',    'm'],    ['Jenny    Borgars',    'f'],    ['Boaz    Davidson',    'm'],    ['Kristina    Dubin',    'f'],    ['Carlo    Dusi',    'm'],    ['Mark    Gill',    'm'],    ['Peter    Heslop',    'm'],    ['Avi    Lerner',    'm'],    ['Liza    Marshall',    'f'],    [Matthew    O'Toole,    'm'],    ['Danny    Perkins',    'm'],    ['Lonnie    Ramati',    'm'],    ['Ridley    Scott',    'm'],    ['Trevor    Short',    'm'],    ['Tony    Scott',    'm']]  "	-1.5	-1.5	0	0	0.2	0.166666667
   Killer    Joe   	1726669	-6	-4	3855653	2	2011	"  [['Tracy    Letts',    'm']]  "	"  [['William    Friedkin',    'm']]  "	"  [['Nicolas    Chartier',    'm'],    ['Vicki    Cherkas',    'f'],    ['Molly    Conners',    'f'],    ['Scott    Einbinder',    'm'],    ['Zev    Foreman',    'NULL'],    ['Laurence    Freed',    'm'],    ['Patrick    Newall',    'm'],    [Jamin    O'Brien,    'NULL'],    ['Roman    Viaris-de-Lesegno',    'NULL'],    ['Christopher    Woodrow',    'm']]  "	0.333333333	0.264221805	0	0	0.2	0.166666667
   The    Way    Way    Back   	1727388	5064688.4	21780884.92	23801817	3	2013	"  [['Nat    Faxon',    'm'],    ['Jim    Rash',    'm']]  "	"  [['Nat    Faxon',    'm'],    ['Jim    Rash',    'm']]  "	"  [['Nat    Faxon',    'm'],    ['Ben    Nearn',    'm'],    ['George    Parra',    'm'],    ['Gigi    Pritzker',    'NULL'],    ['Jim    Rash',    'm'],    ['Tom    Rice',    'm'],    ['Rebecca    Rivo',    'f'],    ['Kevin    J.    Walsh',    'm']]  "	-1.5	-1.5	0	0	0.125	0.083333333
   Ender's    Game   	1731141	111423144.8	62535927.02	128801158	2	2013	"  [['Gavin    Hood',    'm'],    ['Orson    Scott    Card',    'm']]  "	"  [['Gavin    Hood',    'm']]  "	"  [['Orson    Scott    Card',    'm'],    ['Robert    Chartoff',    'm'],    ['David    Coatsworth',    'm'],    ['Deborah    Del    Prete',    'f'],    ['Lynn    Hendee',    'NULL'],    ['Alex    Kurtzman',    'm'],    ['Bill    Lischak',    'm'],    ['Linda    McDonough',    'f'],    ['Roberto    Orci',    'm'],    ['Gigi    Pritzker',    'NULL'],    ['Ted    Ravinett',    'm'],    ['Venkatesh    Roddam',    'NULL'],    ['Mandy    Safavi',    'NULL'],    ['Ed    Ulbrich',    'm'],    ['Ivy    Zhong',    'NULL']]  "	-1.5	-1.5	0	0	0.133333333	0.111111111
   The    Lords    of    Salem   	1731697	-6	-4	1221844	3	2012	"  [['Rob    Zombie',    'm']]  "	"  [['Rob    Zombie',    'm']]  "	"  [['Jason    Blum',    'm'],    ['Michael    Brigante',    'm'],    ['Andy    Gould',    'm'],    ['Brian    Kavanaugh-Jones',    'm'],    ['Oren    Peli',    'm'],    ['Jeremy    Platt',    'm'],    ['Steven    Schneider',    'm'],    ['Rob    Zombie',    'm']]  "	-1.5	-1.5	0	0	0	0
   Barely    Lethal   	1731701	-6	-4	6075	3	2015	"  [[John    D'Arco,    'm']]  "	"  [['Kyle    Newman',    'm']]  "	"  [['Alexis    Bishop',    'NULL'],    ['John    Cheng',    'm'],    ['Sukee    Chew',    'NULL'],    ['Vanessa    Coifman',    'f'],    ['Kevin    Cornish',    'm'],    ['Arianne    Fraser',    'f'],    ['C.C.    Hang',    'NULL'],    ['Ted    Hartley',    'm'],    ['Molly    Hassell',    'f'],    ['William    Leo    Kiely    III',    'm'],    ['William    Leo    Kiely    IV',    'm'],    ['Harrison    Kordestani',    'm'],    ['Joseph    McKelheer',    'm'],    ['Brigitte    Mueller',    'f'],    ['Brett    Ratner',    'm'],    ['James    Reach',    'm'],    ['Philip    Rose',    'm'],    ['Suzanne    Rosencrans',    'f']]  "	-1.5	-1.5	0	0	0.277777778	0.25
   Snow    White    and    the    Huntsman   	1735898	174720157.7	159444225.9	415629285	3	2012	"  [['Evan    Daugherty',    'm'],    ['John    Lee    Hancock',    'm'],    ['Hossein    Amini',    'm']]  "	"  [['Rupert    Sanders',    'm']]  "	"  [['Gloria    S.    Borders',    'f'],    ['Sarah    Bradshaw',    'f'],    ['Sam    Mercer',    'm'],    ['Palak    Patel',    'm'],    ['Joe    Roth',    'm']]  "	0.318181818	0.392554884	0	0	0.4	0.222222222
   The    Trip   	1740047	-6	-4	2129773	1	2010	[]	"  [['Michael    Winterbottom',    'm']]  "	"  [['Andrew    Eaton',    'm'],    ['Simon    Lupton',    'm'],    ['Henry    Normal',    'm'],    ['Melissa    Parmenter',    'f']]  "	-1.5	-1.5	-5	0	0.25	0.2
   Jersey    Boys   	1742044	-6	-4	69090062	2	2014	"  [['Marshall    Brickman',    'm'],    ['Rick    Elice',    'm']]  "	"  [['Clint    Eastwood',    'm']]  "	"  [['Clint    Eastwood',    'm'],    ['Bob    Gaudio',    'm'],    ['Tim    Headington',    'm'],    ['Graham    King',    'm'],    ['Robert    Lorenz',    'm'],    ['Tim    Moore',    'm'],    [Denis    O'Sullivan,    'NULL'],    ['James    Packer',    'm'],    ['Brett    Ratner',    'm'],    ['Frankie    Valli',    'm']]  "	-1.5	-1.5	0	0	0	0
Sabotage	1742334	-6	-4	17876197	3	2014	"  [['Skip    Woods',    'm'],    ['David    Ayer',    'm']]  "	"  [['David    Ayer',    'm']]  "	"  [['David    Ayer',    'm'],    ['Bill    Block',    'm'],    ['Jason    Blumenfeld',    'm'],    ['Gernot    Friedhuber',    'NULL'],    ['Paul    Hanson',    'm'],    ['Anton    Lessine',    'm'],    ['Alex    Ott',    'NULL'],    ['Palak    Patel',    'm'],    ['Joe    Roth',    'm'],    ['Albert    S.    Ruddy',    'm'],    ['Sasha    Shapiro',    'NULL'],    ['Ethan    Smith',    'm'],    ['Skip    Woods',    'm'],    ['Geoff    Yim',    'm']]  "	0.181818182	0.404175796	0	0	0	0
   Your    Sister's    Sister   	1742336	125890.9337	1675907.417	1721272	3	2011	"  [['Lynn    Shelton',    'f']]  "	"  [['Lynn    Shelton',    'f']]  "	"  [['Mark    Duplass',    'm'],    ['Mel    Eslyn',    'f'],    ['Dashiell    Gantner',    'NULL'],    ['Vallejo    Gantner',    'NULL'],    ['Megan    Griffiths',    'f'],    ['Dave    Nakayama',    'm'],    ['Lance    Rosen',    'm'],    ['Jennifer    Roth',    'f'],    ['Steven    Schardt',    'm'],    ['Lynn    Shelton',    'f']]  "	-1.5	-1.5	1	1	0.4	0.5
   I    Don't    Know    How    She    Does    It   	1742650	-6	-4	10161346	3	2011	"  [['Aline    Brosh    McKenna',    'f'],    ['Allison    Pearson',    'f']]  "	"  [['Douglas    McGrath',    'm']]  "	"  [['Aline    Brosh    McKenna',    'f'],    ['Scott    Ferguson',    'm'],    ['Donna    Gigliotti',    'f'],    ['Matt    Landon',    'm'],    ['Allison    Pearson',    'f'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm']]  "	-1.5	-1.5	1	0	0.428571429	0.5
   Moonrise    Kingdom   	1748122	16444250.1	46776148.28	71539798	3	2012	"  [['Wes    Anderson',    'm'],    ['Roman    Coppola',    'm']]  "	"  [['Wes    Anderson',    'm']]  "	"  [['Wes    Anderson',    'm'],    ['Eli    Bush',    'm'],    ['Molly    Cooper',    'f'],    ['Jeremy    Dawson',    'm'],    ['Sam    Hoffman',    'm'],    ['Steven    Rales',    'm'],    ['Mark    Roybal',    'm'],    ['Scott    Rudin',    'm'],    ['Lila    Yacoub',    'f']]  "	0.230769231	0.282193098	0	0	0.222222222	0.166666667
   Sound    of    My    Voice   	1748207	-6	-4	429232	3	2011	"  [['Zal    Batmanglij',    'm'],    ['Brit    Marling',    'f']]  "	"  [['Zal    Batmanglij',    'm']]  "	"  [['Victoria    Guenier',    'f'],    ['Brit    Marling',    'f'],    ['Eric    S.    Richter',    'm'],    ['Hans    Ritter',    'm'],    ['Shelly    Surpin',    'NULL']]  "	-1.5	-1.5	0.5	0	0.4	0.375
   Tiger    Eyes   	1748260	-6	-4	28464	3	2012	"  [['Judy    Blume',    'f'],    ['Lawrence    Blume',    'm']]  "	"  [['Lawrence    Blume',    'm']]  "	"  [['Judy    Blume',    'f'],    ['Lawrence    Blume',    'm'],    ['George    Cooper',    'm'],    ['Lawrence    Elman',    'm'],    ['Jane    Fleming',    'f'],    ['Ileen    Maisel',    'f'],    ['Linda    Moran',    'f'],    ['Mark    Ordesky',    'm'],    ['Ruth    Pomerance',    'f']]  "	-1.5	-1.5	0.5	0	0.555555556	0.5
   Blue    Like    Jazz   	1758575	1233318.479	611538.8397	1219149	3	2012	"  [['Donald    Miller',    'm'],    ['Ben    Pearson',    'm'],    ['Steve    Taylor',    'm']]  "	"  [['Steve    Taylor',    'm']]  "	"  [['Marshall    Allman',    'm'],    ['J.    Clarke    Gallivan',    'NULL'],    ['Erick    Goss',    'm'],    ['Scott    Lewis',    'm'],    ['Chip    Murray',    'NULL'],    ['Dan    Raines',    'm'],    ['Coke    Sams',    'm'],    ['Dona    Spangler',    'NULL'],    ['Steve    Taylor',    'm']]  "	-1.5	-1.5	0	0	0	0
   Like    Crazy   	1758692	262272.8629	3562071.322	3726555	3	2011	"  [['Drake    Doremus',    'm'],    ['Ben    York    Jones',    'm']]  "	"  [['Drake    Doremus',    'm']]  "	"  [['Brian    Buckland',    'm'],    ['Marius    A.    Markevicius',    'm'],    ['Steven    Rales',    'm'],    ['Mark    Roybal',    'm'],    ['Jonathan    Schwartz',    'm'],    ['Andrea    Sperling',    'f'],    ['Audrey    Wilf',    'NULL'],    ['Zygi    Wilf',    'NULL']]  "	-1.5	-1.5	0	0	0.125	0.090909091
   The    To    Do    List   	1758795	1519406.52	3536843.096	3658947	3	2013	"  [['Maggie    Carey',    'f']]  "	"  [['Maggie    Carey',    'f']]  "	"  [['Sharla    S.    Bridgett',    'f'],    ['Mark    Gordon',    'm'],    ['Carter    Hansen',    'NULL'],    ['Tom    Lassally',    'm'],    ['Tracy    McGrath',    'NULL'],    ['Chris    Panizzon',    'm'],    ['Brian    Robbins',    'm'],    ['Jennifer    Todd',    'f'],    ['Greg    Walter',    'm']]  "	-1.5	-1.5	1	1	0.222222222	0.363636364
   This    Is    40   	1758830	-6	-4	92285608	3	2012	"  [['Judd    Apatow',    'm']]  "	"  [['Judd    Apatow',    'm']]  "	"  [['Judd    Apatow',    'm'],    ['Lisa    Goldberg',    'f'],    ['Barry    Mendel',    'm'],    ['Paula    Pell',    'f'],    ['Clayton    Townsend',    'm']]  "	0.5	0.467299152	0	0	0.4	0.285714286
Arbitrage	1764183	-6	-4	37188339	2	2012	"  [['Nicholas    Jarecki',    'm']]  "	"  [['Nicholas    Jarecki',    'm']]  "	"  [['Mohammed    Al    Turki',    'm'],    ['Maria    Teresa    Arida',    'f'],    ['Michael    Bederman',    'm'],    ['Laura    Bickford',    'f'],    ['Ron    Curtis',    'm'],    ['Marek    Gabryjelski',    'NULL'],    ['Mike    Heller',    'm'],    ['Justin    Nappi',    'm'],    ['Anna    Rozalska',    'f'],    ['Robert    Salerno',    'm'],    ['Kevin    Turen',    'm'],    ['Stanislaw    Tyczynski',    'NULL'],    ['Lauren    Versel',    'f'],    ['Lisa    Wilson',    'f'],    ['Brian    Young',    'm']]  "	0.1875	0.184164223	0	0	0.333333333	0.294117647
   Killing    Them    Softly   	1764234	15416484.03	15360513.15	39751127	0	2012	"  [['Andrew    Dominik',    'm'],    ['George    V.    Higgins',    'm']]  "	"  [['Andrew    Dominik',    'm']]  "	"  [['Matthew    Budman',    'm'],    ['Marc    Butan',    'm'],    ['Megan    Ellison',    'f'],    ['Will    French',    'm'],    ['Dede    Gardner',    'f'],    ['Bill    Johnson',    'm'],    ['Anthony    Katagas',    'm'],    ['Brad    Pitt',    'm'],    ['Stephen    Roberts',    'm'],    ['Douglas    Saylor    Jr.',    'm'],    ['Paula    Mae    Schwartz',    'f'],    ['Roger    Schwartz',    'm'],    ['Steve    Schwartz',    'm'],    ['Jim    Seibel',    'm'],    ['Adi    Shankar',    'm'],    ['Spencer    Silna',    'm']]  "	0	0	0	0	0.1875	0.157894737
   The    Expendables    2   	1764651	102776563.9	87389053.95	327576947	3	2012	"  [['Richard    Wenk',    'm'],    ['Sylvester    Stallone',    'm'],    ['Ken    Kaufman',    'm'],    ['David    Agosto',    'm']]  "	"  [['Simon    West',    'm']]  "	"  [['Guymon    Casady',    'NULL'],    ['Jason    Constantine',    'm'],    ['Boaz    Davidson',    'm'],    ['Danny    Dimbort',    'm'],    ['Robert    Earl',    'm'],    ['Jon    Feltheimer',    'm'],    ['Basil    Iwanyk',    'm'],    ['Zygi    Kamasa',    'm'],    ['Eda    Kowan',    'NULL'],    ['Avi    Lerner',    'm'],    ['Danny    Lerner',    'm'],    [Matthew    O'Toole,    'm'],    ['Lonnie    Ramati',    'm'],    ['Trevor    Short',    'm'],    ['Kevin    King    Templeton',    'm'],    ['Les    Weldon',    'm'],    ['John    Thompson',    'm'],    ['David    Varod',    'm']]  "	0.1	0.095729537	0	0	0	0
   She's    Funny    That    Way   	1767372	-6	-4	114348	3	2014	"  [['Peter    Bogdanovich',    'm'],    ['Louise    Stratten',    'f']]  "	"  [['Peter    Bogdanovich',    'm']]  "	"  [['Wes    Anderson',    'm'],    ['Robert    Ogden    Barnum',    'm'],    ['Rodney    Baty',    'NULL'],    ['Noah    Baumbach',    'm'],    ['Antonia    Bogdanovich',    'f'],    ['Christa    Campbell',    'f'],    ['George    Drakoulias',    'm'],    ['Darin    Dusan',    'f'],    ['Nils    Dunker',    'NULL'],    ['Cassian    Elwes',    'm'],    ['Lati    Grobman',    'f'],    ['Hollis    Hill',    'm'],    ['George    J.    Steiner    Jr.',    'm'],    ['Logan    Levy',    'NULL'],    ['Captain    Mauzner',    'm'],    ['Carrie    Menke',    'NULL'],    ['Jeff    Rice',    'm'],    ['Michael    Sledd',    'm'],    ['Josef    Steinberger',    'm'],    ['Louise    Stratten',    'f'],    ['Holly    Wiersma',    'f']]  "	-1.5	-1.5	0.5	0	0.285714286	0.291666667
   Silent    House   	1767382	-6	-4	13782959	3	2011	"  [['Gustavo    Hernandez',    'm'],    ['Laura    Lau',    'f'],    ['Oscar    Estevez',    'NULL']]  "	"  [['Chris    Kentis',    'm'],    ['Laura    Lau',    'f']]  "	"  [['Eva    Diederix',    'NULL'],    ['Adeline    Fontan    Tessaur',    'f'],    ['Meir    Gal',    'NULL'],    ['Kristen    Konvitz',    'f'],    ['Laura    Lau',    'f'],    ['Mickey    Liddell',    'm'],    ['Agnes    Mentre',    'f'],    ['George    Paaswell',    'm'],    ['Lynette    Howell    Taylor',    'f']]  "	-1.5	-1.5	0.333333333	0.5	0.555555556	0.5
   The    Giant    Mechanical    Man   	1769363	-6	-4	7751	3	2012	"  [['Lee    Kirk',    'm']]  "	"  [['Lee    Kirk',    'm']]  "	"  [['Michael    Cowan',    'm'],    ['Jenna    Fischer',    'f'],    ['Michael    O.    Gallant',    'm'],    ['Molly    Hassell',    'f'],    ['Michael    Ilitch    Jr.',    'm'],    ['Glenn    Murray',    'NULL'],    ['Michael    Nardelli',    'm'],    ['Tim    Nardelli',    'm'],    ['Brent    Stiefel',    'm'],    ['Glen    Trotiner',    'm']]  "	-1.5	-1.5	0	0	0.2	0.166666667
   Shadow    Dancer   	1770734	-6	-4	440111	3	2012	"  [['Tom    Bradby',    'm']]  "	"  [['James    Marsh',    'm']]  "	"  [['Tom    Bradby',    'm'],    ['Brahim    Chioua',    'NULL'],    ['Chris    Coen',    'm'],    ['Rita    Dagher',    'NULL'],    ['Camille    Gatin',    'f'],    ['Ed    Guiney',    'm'],    ['Andrew    Lowe',    'm'],    ['Vincent    Maraval',    'm'],    ['Norman    Merry',    'm'],    ['Joe    Oppenheimer',    'm']]  "	-1.5	-1.5	0	0	0.1	0.083333333
   Apollo    18   	1772240	5245451.181	18555183.87	26892196	0	2011	"  [['Brian    Miller',    'm']]  "	"  [['Gonzalo    Lopez-Gallego',    'm']]  "	"  [['Timur    Bekmambetov',    'm'],    ['Ron    Schmidt',    'm'],    ['Matthew    Stein',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm'],    ['Shawn    Williamson',    'm'],    ['Michele    Wolkoff',    'NULL'],    ['Cody    Zwieg',    'm']]  "	0	0	0	0	0	0
   Wreck-It    Ralph   	1772341	169581329.4	194671840.3	493841588	3	2012	"  [['Rich    Moore',    'm'],    ['Phil    Johnston',    'm'],    ['Jim    Reardon',    'm'],    ['Jennifer    Lee',    'f']]  "	"  [['Rich    Moore',    'm']]  "	"  [['John    Lasseter',    'm'],    ['Clark    Spencer',    'm']]  "	0.428571429	0.306592121	0.25	0	0	0.142857143
   Jiro    Dreams    of    Sushi   	1772925	-6	-4	4354549	0	2011	[]	"  [['David    Gelb',    'm']]  "	"  [['Jacob    Aronson',    'm'],    ['Joey    Carey',    'm'],    ['Ross    M.    Dinerstein',    'm'],    ['Kevin    Iwashina',    'm'],    ['Chris    Kelly',    'm'],    ['Jeffrey    C.    Norman',    'm'],    ['Stefan    Nowicki',    'NULL'],    ['Ed    Ojdana',    'm'],    ['Tom    Pellegrini',    'm'],    ['Scott    Prisand',    'm'],    ['Jeremy    Umland',    'm'],    ['Matt    Weaver',    'm']]  "	-1.5	-1.5	-5	0	0	0
   Paranormal    Activity    3   	1778304	5245451.181	109135604.3	217805916	3	2011	"  [['Christopher    Landon',    'm'],    ['Oren    Peli',    'm']]  "	"  [['Henry    Joost',    'm'],    ['Ariel    Schulman',    'm']]  "	"  [['Jason    Blum',    'm'],    ['Jeanette    Brill',    'f'],    ['Akiva    Goldsman',    'm'],    ['Christopher    Landon',    'm'],    ['Oren    Peli',    'm'],    ['Gregory    Plotkin',    'm'],    ['Steven    Schneider',    'm']]  "	-1.5	-1.5	0	0	0.142857143	0.090909091
   Anna    Karenina   	1781769	50360516.39	13172221.33	72237749	2	2012	"  [['Tom    Stoppard',    'm'],    ['Leo    Tolstoy',    'm']]  "	"  [['Joe    Wright',    'm']]  "	"  [['Tim    Bevan',    'm'],    ['Liza    Chasin',    'f'],    ['Eric    Fellner',    'm'],    ['Alexandra    Ferguson',    'f'],    ['Paul    Webster',    'm']]  "	0.466666667	0.439449207	0	0	0.4	0.25
   Jayne    Mansfield's    Car   	1781840	-6	-4	15548	3	2012	"  [['Billy    Bob    Thornton',    'm'],    ['Tom    Epperson',    'm']]  "	"  [['Billy    Bob    Thornton',    'm']]  "	"  [['Sergei    Bespalov',    'm'],    ['James    D.    Brubaker',    'm'],    ['Geyer    Kosinski',    'NULL'],    ['Mark    C.    Manuel',    'm'],    ['Alexander    Rodnyansky',    'm'],    ['Robert    Teitel',    'm']]  "	-1.5	-1.5	0	0	0	0
   John    Dies    at    the    End   	1783732	-6	-4	148765	1	2012	"  [['Don    Coscarelli',    'm'],    ['David    Wong',    'm']]  "	"  [['Don    Coscarelli',    'm']]  "	"  [['Brad    Baruh',    'm'],    ['Daniel    Carey',    'm'],    ['Dac    Coscarelli',    'm'],    ['Don    Coscarelli',    'm'],    ['Paul    Giamatti',    'm'],    ['Aaron    Godfred',    'm'],    ['Joshua    Lewin',    'm'],    ['Andy    Meyers',    'NULL'],    ['Roman    Perez',    'NULL']]  "	-1.5	-1.5	0	0	0	0
   Union    Squre   	1783798	-6	-4	47161	3	2011	"  [['Nancy    Savoca',    'f'],    ['Mary    Tobler',    'f']]  "	"  [['Nancy    Savoca',    'f']]  "	"  [['Neda    Armian',    'f'],    ['Richard    Guay',    'm'],    ['Ira    Lechner',    'm'],    ['Glen    Trotiner',    'm']]  "	-1.5	-1.5	1	1	0.25	0.571428571
Parada	1784575	-6	-4	4208000	3	2011	"  [['Srdjan    Dragojevic',    'm']]  "	"  [['Srdjan    Dragojevic',    'm']]  "	"  [['Vladimir    Anastasov',    'm'],    ['Mike    Downey',    'm'],    ['Srdjan    Dragojevic',    'm'],    ['Nikola    Kojo',    'm'],    ['Igor    Nola',    'm'],    ['Biljana    Prvanovic',    'f'],    ['Eva    Rohrman',    'NULL']]  "	-1.5	-1.5	0	0	0.142857143	0.111111111
   The    Punk    Singer   	1785612	-6	-4	125933	3	2013	[]	"  [['Sini    Anderson',    'NULL']]  "	"  [['Sini    Anderson',    'NULL'],    ['Gwen    Bialic',    'NULL'],    ['Tamra    Davis',    'f'],    ['Rachel    Dengiz',    'f'],    ['Erin    Owens',    'f'],    ['Alan    Oxman',    'm']]  "	-1.5	-1.5	-5	0	0.5	0.428571429
   The    Forgiveness    of    Blood   	1787127	-6	-4	133288	3	2011	"  [['Joshua    Marston',    'm'],    ['Andamion    Murataj',    'NULL']]  "	"  [['Joshua    Marston',    'm']]  "	"  [['Eric    Abraham',    'm'],    ['Gwen    Bialic',    'NULL'],    ['Tyler    Brodie',    'm'],    ['Janine    Gold',    'f'],    ['Hunter    Gray',    'm'],    ['Paul    Mezey',    'm'],    ['Andamion    Murataj',    'NULL'],    ['Domenico    Procacci',    'm']]  "	-1.5	-1.5	0	0	0.125	0.090909091
   Page    One:    Inside    the    New    York    Times   	1787777	-6	-4	1122513	1	2011	"  [['Kate    Novack',    'f'],    ['Andrew    Rossi',    'm']]  "	"  [['Andrew    Rossi',    'm']]  "	"  [['Josh    Braun',    'm'],    ['Andrew    Coffman',    'm'],    ['David    Hand',    'm'],    ['Kate    Novack',    'f'],    ['Alan    Oxman',    'm'],    ['Daniel    Pine',    'm'],    ['Andrew    Rossi',    'm'],    ['Adam    Schlesinger',    'm'],    ['Daniel    Stern',    'm']]  "	-1.5	-1.5	0.5	0	0.111111111	0.166666667
   Kill    List   	1788391	839272.5536	30489.42417	180692	3	2011	"  [['Amy    Jump',    'f'],    ['Ben    Wheatley',    'm']]  "	"  [['Ben    Wheatley',    'm']]  "	"  [['Katherine    Butler',    'f'],    ['Robin    Gutch',    'NULL'],    ['Hugo    Heppell',    'm'],    ['Mark    Herbert',    'm'],    ['Claire    Jones',    'f'],    ['Barry    Ryan',    'm'],    ['Andrew    Starke',    'm']]  "	-1.5	-1.5	0.5	0	0.285714286	0.3
   The    Maze    Runner   	1790864	-6	-4	355634578	1	2014	"  [['Noah    Oppenheim',    'm'],    ['Grant    Pierce    Myers',    'm'],    ['T.S.    Nowlin',    'NULL'],    ['James    Dashner',    'm']]  "	"  [['Wes    Ball',    'm']]  "	"  [['Marty    Bowen',    'm'],    ['Eddie    Gamarra',    'm'],    ['Wyck    Godfrey',    'm'],    ['Ellen    Goldsmith-Vein',    'f'],    ['Joe    Hartwick    Jr.',    'm'],    ['Lee    Stollman',    'm'],    ['Lindsay    Williams',    'm']]  "	0.181818182	0.123873874	0	0	0.142857143	0.083333333
   Zero    Dark    Thirty   	1790885	53957696.13	98378462.45	139196110	3	2012	"  [['Mark    Boal',    'm']]  "	"  [['Kathryn    Bigelow',    'f']]  "	"  [['Stephanie    Antosca',    'f'],    ['Kathryn    Bigelow',    'f'],    ['Mark    Boal',    'm'],    ['Matthew    Budman',    'm'],    ['Megan    Ellison',    'f'],    ['Jonathan    Leven',    'm'],    ['Ted    Schipper',    'm'],    ['Greg    Shapiro',    'm'],    ['Colin    Wilson',    'm']]  "	0.142857143	0.383171913	0	1	0.333333333	0.363636364
   The    Campaign   	1790886	-6	-4	109943318	1	2012	"  [['Chris    Henchy',    'm'],    ['Shawn    Harwell',    'NULL'],    ['Adam    McKay',    'm']]  "	"  [['Jay    Roach',    'm']]  "	"  [['Will    Ferrell',    'm'],    ['Zach    Galifianakis',    'm'],    ['Chris    Henchy',    'm'],    ['Adam    McKay',    'm'],    ['Jon    Poll',    'm'],    ['Jay    Roach',    'm'],    ['Amy    Sayres',    'f']]  "	-1.5	-1.5	0	0	0.142857143	0.090909091
   Inherent    Vice   	1791528	-6	-4	15019905	1	2014	"  [['Paul    Thomas    Anderson',    'm'],    ['Thomas    Pynchon',    'm']]  "	"  [['Paul    Thomas    Anderson',    'm']]  "	"  [['Paul    Thomas    Anderson',    'm'],    ['Eli    Bush',    'm'],    ['Albert    Chi',    'm'],    ['Daniel    Lupi',    'm'],    ['JoAnne    Sellar',    'f'],    ['Adam    Somner',    'm']]  "	0.411764706	0.330091842	0	0	0.166666667	0.111111111
   Struck    by    Lightning   	1791614	-6	-4	29740	3	2012	"  [['Chris    Colfer',    'm']]  "	"  [['Brian    Dannelly',    'm']]  "	"  [['Roberto    Aguire',    'm'],    ['Monica    Aguirre    Diez    Barroso',    'f'],    ['Jason    Michael    Berman',    'm'],    ['Mia    Chang',    'NULL'],    ['Chris    Colfer',    'm'],    ['Lawrence    M.    Kopeikin',    'm'],    ['Steve    Longi',    'm'],    ['Mark    Moran',    'm'],    ['David    Permut',    'm'],    ['Glenn    Rigberg',    'NULL']]  "	-1.5	-1.5	0	0	0.1	0.083333333
Treehouse	1791681	-6	-4	3318250	3	2014	"  [['Alex    Child',    'NULL'],    ['Miles    Harrington',    'm']]  "	"  [['Michael    G.    Bartlett',    'm']]  "	"  [['Jeremy    M.    Borg',    'm'],    ['J.    Christopher    Campbell',    'm'],    ['Alex    Child',    'NULL'],    ['Michael    Guy    Ellis',    'm'],    ['Hilton    Garrett',    'm'],    ['Daniel    Greenspan',    'm'],    ['Miles    Harrington',    'm'],    ['Sarah    Kessinger',    'f'],    ['Marios    Lourides',    'NULL'],    ['Andy    W.    Meyer',    'NULL'],    ['Richard    Michael',    'm'],    ['Martin    Myers',    'm'],    ['Drew    Sawyer',    'm'],    ['Steve    Weston',    'm']]  "	-1.5	-1.5	0	0	0.071428571	0.058823529
   While    We're    Young   	1791682	-6	-4	-20	3	2014				0.3	0.285799829	-5	-5	-5	-5
