Title	IMDB	Budget	Dom Box Office	Intl Box Office	Score	Year	Writers	Directors	Producers	Female Char %	Female Talk %	Female Writer %	Female Director %	Female Producer %	Overall Female Production %	Genre
Whiteout	365929	38380360.2	11268076.79	13438330.45	3	2009	" [['Jon Hoeber', 'm'], ['Erich Hoeber', 'm'], ['Chad Hayes', 'm'], ['Carey Hayes', 'm'], ['Greg Rucka', 'm'], ['Steve Lieber', 'm']] "	" [['Dominic Sena', 'm']] "	" [['Don Carmody', 'm'], ['Susan Downey', 'f'], ['David Gambino', 'm'], ['Adam Kuhn', 'm'], ['Richard Mirisch', 'm'], ['Steve Richards', 'm'], ['Greg Rucka', 'm'], ['Joel Silver', 'm']] "	0.285714286	0.458383887	0	0	0.125	0.066666667	Thriller/Suspense
Machete	985694	13564391.13	28858129.26	50319517.91	3	2010	" [['Robert Rodriguez', 'm'], ['Alvaro Rodriguez', 'm']] "	" [['Ethan Maniquis', 'm'], ['Robert Rodriguez', 'm']] "	" [['Ashok Amritraj', 'm'], ['Elizabeth Avellan', 'f'], ['Alan Bernon', 'm'], ['Ed Borgerding', 'm'], ['Alastair Burlingham', 'm'], ['Dominic Cancilla', 'NULL'], ['Jerry Fruchtman', 'm'], ['Peter Fruchtman', 'm'], ['Jack Gilardi Jr.', 'm'], ['Anthony Gudas', 'm'], ['Myles Nestel', 'NULL'], ['Darby Parker', 'm'], ['Steve Robbins', 'm'], ['Robert Rodriguez', 'm'], ['Rick Schwartz', 'm'], ['Michael Z. Gordon', 'm']] "	0.285714286	0.328421409	0	0	0.0625	0.05	Action
 Source Code 	945513	33531512.32	-12.57431712	147149373.3	1	2011	" [['Ben Ripley', 'm']] "	" [['Duncan Jones', 'm']] "	" [['Jeb Brody', 'm'], ['Stuart Fenegan', 'm'], ['Fabrice Gianfermi', 'NULL'], ['Mark Gordon', 'm'], ['Hawk Koch', 'm'], ['Philippe Rousselet', 'm'], ['Tracy Underwood', 'NULL'], ['Jordan Wynn', 'NULL']] "	0.285714286	0.365318671	0	0	0	0	Thriller/Suspense
Drive	780504	15717896.4	36738685.16	81790510.19	3	2011	" [['Hossein Amini', 'm'], ['James Sallis', 'm']] "	" [['Nicolas Winding Refn', 'm']] "	" [['Frank Capra III', 'm'], ['Garrick Dion', 'm'], ['David Lancaster', 'm'], ['Bill Lischak', 'm'], ['Michel Litvak', 'NULL'], ['Linda McDonough', 'f'], ['Jonathan Oakes', 'm'], ['John Palermo', 'm'], ['Marc Platt', 'm'], ['Gigi Pritzker', 'NULL'], ['Chris Ranta', 'm'], ['Peter Schlessel', 'm'], ['Adam Siegel', 'm'], ['James Smith', 'm'], ['Jeffrey Stott', 'm'], ['Gary Michael Walters', 'm']] "	0.285714286	0.157725118	0	0	0.0625	0.052631579	Action
 Les Miserables 	1707386	66996073.95	153379543.9	455747546.2	3	2012	" [['William Nicholson', 'm'], ['Alain Boublil', 'm'], ['Claude-Michel Schonberg', 'm'], ['Herbert Kretzmer', 'm'], ['Victor Hugo', 'm']] "	" [['Tom Hooper', 'm']] "	" [['Nicholas Allott', 'm'], ['Bernard Bellew', 'm'], ['Raphael Benoliel', 'm'], ['Tim Bevan', 'm'], ['Liza Chasin', 'f'], ['Eric Fellner', 'm'], ['Debra Hayward', 'f'], ['Cameron Mackintosh', 'm'], ['Angela Morrison', 'NULL'], ['F. Richard Pappas', 'm']] "	0.285714286	0.219052362	0	0	0.2	0.125	Musical
Prometheus	1446714	128838603.8	130361047.3	414806980.4	3	2012	" [['Jon Spaihts', 'm'], ['Damon Lindelof', 'm'], [""""Dan O'Bannon"""", 'm'], ['Ronald Shusett', 'm']] "	" [['Ridley Scott', 'm']] "	" [['Michael Costigan', 'm'], ['Michael Ellenberg', 'm'], ['David Giler', 'm'], ['Walter Hill', 'm'], ['Mark Huffam', 'm'], ['Damon Lindelof', 'm'], ['Mary Richards', 'f'], ['Ridley Scott', 'm']] "	0.285714286	0.333460657	0	0	0.125	0.076923077	Adventure
 The Equalizer 	455944	54580478.7	100756296.1	191432220.7	1	2014	" [['Richard Wenk', 'm'], ['Michael Sloan', 'm'], ['Richard Lindheim', 'm']] "	" [['Antoine Fuqua', 'm']] "	" [['Todd Black', 'm'], ['David J. Bloomfield', 'm'], ['Jason Blumenthal', 'm'], ['Tony Eldridge', 'NULL'], ['Lance Johnson', 'NULL'], ['Mace Neufeld', 'm'], ['Alex Siskin', 'NULL'], ['Michael Sloan', 'm'], ['Ezra Swerdlow', 'm'], ['Steve Tisch', 'm'], ['Ben Waisbren', 'm'], ['Denzel Washington', 'm'], ['Richard Wenk', 'm']] "	0.285714286	0.178414606	0	0	0	0	Action
 Wish I Was Here 	2870708	5954234.04	3563905.792	6541088.309	3	2014	" [['Adam J. Braff', 'm'], ['Zach Braff', 'm']] "	" [['Zach Braff', 'm']] "	" [['Amanda Bowers', 'f'], ['Adam J. Braff', 'm'], ['Zach Braff', 'm'], ['Maria Cestone', 'f'], ['Molly Conners', 'f'], ['Coco Francini', 'NULL'], ['Sarah E. Johnson', 'f'], ['Hoyt David Morgan', 'm'], ['Adriana Randall', 'f'], ['Michael Shamberg', 'm'], ['Stacey Sher', 'f'], ['Ameet Shukla', 'NULL'], ['Christopher Woodrow', 'm']] "	0.285714286	0.226702059	0	0	0.461538462	0.375	Comedy
Transcendence	2209764	99237234	22846702.65	102253309.6	1	2014	" [['Jack Paglen', 'm']] "	" [['Wally Pfister', 'm']] "	" [['Yolanda T. Cochran', 'NULL'], ['Kate Cohen', 'f'], ['Broderick Johnson', 'm'], ['Andrew A. Kosove', 'm'], ['Annie Marter', 'f'], ['Dan Mintz', 'm'], ['Christopher Nolan', 'm'], ['Marisa Polvino', 'f'], ['Mary Regency Boies', 'f'], ['Scott Robertson', 'm'], ['Aaron Ryder', 'm'], ['Emma Thomas', 'f'], ['David Valdes', 'm']] "	0.285714286	0.363071778	0	0	0.384615385	0.333333333	Thriller/Suspense
 Major League 	97815	20942969.71	94801312.54	94801312.54	1	1989				0.277777778	0.195030361	-7	-8	-9	-10	&&&&
Casino	112641	80651147.72	65821107.74	171228590.5	2	1995	" [['Nicholas Pileggi', 'm'], ['Martin Scorsese', 'm']] "	" [['Martin Scorsese', 'm']] "	" [['Barbara De Fina', 'f']] "	0.277777778	0.143828127	0	0	1	0.25	Drama
 Shakespeare in Love 	138097	37727914.12	145568504.5	405575076.8	3	1998	" [['Marc Norman', 'm'], ['Tom Stoppard', 'm']] "	" [['John Madden', 'm']] "	" [['Donna Gigliotti', 'f'], ['Julie Goldstein', 'f'], ['Marc Norman', 'm'], ['David Parfitt', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm'], ['Edward Zwick', 'm']] "	0.277777778	0.250914569	0	0	0.285714286	0.2	Romantic Comedy
 The Mist 	884328	14757837.64	29054498.53	64922461.38	3	2007	" [['Frank Darabont', 'm'], ['Stephen King', 'm']] "	" [['Frank Darabont', 'm']] "	" [['Frank Darabont', 'm'], ['Anna Garduno', 'f'], ['Liz Glotzer', 'f'], ['Denise M. Huth', 'f'], ['Randi Richmond', 'NULL'], ['Richard Saperstein', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm']] "	0.277777778	0.278756558	0	0	0.375	0.272727273	Horror
Doomsday	483607	35670886.35	11899775.26	23371119.39	3	2008	" [['Neil Marshall', 'm']] "	" [['Neil Marshall', 'm']] "	" [['Jeff Abberley', 'm'], ['Julia Blackman', 'f'], ['Benedict Carver', 'm'], ['Marc D. Evans', 'm'], ['Trevor Macy', 'm'], ['Peter McAleese', 'm'], ['Steven Paul', 'm'], ['Carole Sheridan', 'f']] "	0.277777778	0.323592686	0	0	0.25	0.2	Action
 Lone Star 	116905	7547064.45	19564087.63	19564087.63	2	1996	" [['John Sayles', 'm']] "	" [['John Sayles', 'm']] "	" [['R. Paul Miller', 'm'], ['Maggie Renzi', 'f'], ['John Sloss', 'm']] "	0.275	0.284152668	0	0	0.333333333	0.2	Drama
 The Exorcist 	70047	63740855.9	1088205157	2139223527	3	1973				0.272727273	0.433929692	-7	-8	-9	-10	&&&&
Jaws	73195	52609150.93	1139864935	2063593941	1	1975				0.272727273	0.089862247	-7	-8	-9	-10	&&&&
 Star Trek: The Motion Picture 	79945	113788196.3	267429753	451901694.7	1	1979				0.272727273	0.170594966	-7	-8	-9	-10	&&&&
Legend	89469	54826663.97	33997163.54	33997163.54	3	1985				0.272727273	0.16940535	-7	-8	-9	-10	&&&&
 Back to the Future Part II 	96874	76156254.76	225517712.2	632096911.3	3	1989				0.272727273	0.105875642	-7	-8	-9	-10	&&&&
 Beauty and the Beast 	101414	34659493.1	379437620.1	782302242	3	1991				0.272727273	0.282311251	-7	-8	-9	-10	&&&&
 The Mask 	110475	28655971.51	190912652.3	559778680.4	1	1994				0.272727273	0.254911433	-7	-8	-9	-10	&&&&
 Toy Story 	114709	46529508.3	297472813.8	565404120.4	1	1995	" [['John Lasseter', 'm'], ['Pete Docter', 'm'], ['Andrew Stanton', 'm'], ['Joe Ranft', 'm'], ['Joss Whedon', 'm'], ['Joel Cohen', 'm'], ['Alec Sokolow', 'm']] "	" [['John Lasseter', 'm']] "	" [['Bonnie Arnold', 'f'], ['Ed Catmull', 'm'], ['Ralph Guggenheim', 'm'], ['Steve Jobs', 'm']] "	0.272727273	0.084300451	0	0	0.25	0.083333333	Adventure
 The Frighteners 	116365	-6	-4	55400841	3	1996	" [['Fran Walsh', 'f'], ['Peter Jackson', 'm']] "	" [['Peter Jackson', 'm']] "	" [['Peter Jackson', 'm'], ['Tim Sanders', 'm'], ['Jamie Selkirk', 'm'], ['Robert Zemeckis', 'm']] "	0.272727273	0.313640974	0.5	0	0	0.142857143	&&&&
 Lost Highway 	116922	-6	-4	6898602	1	1997	" [['David Lynch', 'm'], ['Barry Gifford', 'm']] "	" [['David Lynch', 'm']] "	" [['Deepak Nayar', 'm'], ['Tom Sternberg', 'm'], ['Mary Sweeney', 'f']] "	0.272727273	0.228639872	0	0	0.333333333	0.166666667	&&&&
 Lost in Space 	120738	-6	-4	242091454	3	1998	" [['Irwin Allen', 'm'], ['Akiva Goldsman', 'm']] "	" [['Stephen Hopkins', 'm']] "	" [['Michael De Luca', 'm'], ['Carla Fry', 'f'], ['Akiva Goldsman', 'm'], ['Tim Hampton', 'm'], ['Stephen Hopkins', 'm'], ['Michael Ilitch Jr.', 'm'], ['Mark W. Koch', 'm'], ['Mace Neufeld', 'm'], ['Robert Rehme', 'm'], ['Richard Saperstein', 'm'], ['Kris Wiseman McIntyre', 'NULL']] "	0.272727273	0.224660397	0	0	0.090909091	0.071428571	&&&&
 Star Trek: Nemesis 	253754	78885492	-15.7770984	88500089.95	1	2002	" [['Gene Roddenberry', 'm'], ['John Logan', 'm'], ['Rick Berman', 'm'], ['Brent Spiner', 'm']] "	" [['Stuart Baird', 'm']] "	" [['Rick Berman', 'm'], ['Marty Hornstein', 'm'], ['Peter Lauritson', 'm'], ['Gene Roddenberry', 'm']] "	0.272727273	0.092637738	0	0	0	0	Adventure
 The Island 	399201	145928020.8	43558192.34	198241894.4	3	2005	" [['Caspian Tredwell-Owen', 'NULL'], ['Alex Kurtzman', 'm'], ['Roberto Orci', 'm']] "	" [['Michael Bay', 'm']] "	" [['Michael Bay', 'm'], ['Ian Bryce', 'm'], ['Laurie MacDonald', 'f'], ['Walter F. Parkes', 'm']] "	0.272727273	0.221824287	0	0	0.25	0.125	Action
 Saw IV 	890870	11352182.8	71859424.97	154116886.3	3	2007	" [['Patrick Melton', 'm'], ['Marcus Dunstan', 'm'], ['Thomas Fenton', 'm']] "	" [['Darren Lynn Bousman', 'm']] "	" [['Peter Block', 'm'], ['Mark Burg', 'm'], ['Jason Constantine', 'm'], ['Greg Copeland', 'm'], ['Daniel J. Heffner', 'm'], ['Gregg Hoffman', 'm'], ['Oren Koules', 'm'], ['Stacey Testro', 'NULL'], ['James Wan', 'm'], ['Leigh Whannell', 'm']] "	0.272727273	0.161764706	0	0	0	0	Horror
 The Fourth Kind 	1220198	10965817.2	28750365.95	54266401.41	3	2009	" [['Olatunde Osunsanmi', 'm'], ['Terry Robbins', 'NULL']] "	" [['Olatunde Osunsanmi', 'm']] "	" [['Paul Brooks', 'm'], ['Joe Carnahan', 'm'], ['Guy Danella', 'm'], ['Michele Greco', 'm'], ['Jon Gudmundsson', 'm'], ['Vinca Liane Jarrett Esq', 'NULL'], ['Jeff Levine', 'm'], ['Ioana Miller', 'NULL'], ['Scott Niemeyer', 'm'], ['David Pupkewitz', 'm'], ['Terry Robbins', 'NULL'], ['Norm Waitt', 'm']] "	0.272727273	0.517141127	0	0	0	0	Thriller/Suspense
Amelia	1129445	43863268.8	15658720.91	21664152.9	3	2009	" [['Ronald Bass', 'm'], ['Anna Hamilton Phelan', 'f'], ['Susan Butler', 'f'], ['Mary S. Lovell', 'f']] "	" [['Mira Nair', 'f']] "	" [['Ronald Bass', 'm'], ['Don Carmody', 'm'], ['Lydia Dean Pilcher', 'f'], ['Kevin Hyman', 'm'], ['Hilary Swank', 'f'], ['Ted Waitt', 'm']] "	0.272727273	0.555359708	0.75	1	0.333333333	0.545454545	Drama
 Jack Reacher 	790724	61842529.8	82529614.62	224045937	1	2012	" [['Lee Child', 'm'], ['Christopher McQuarrie', 'm']] "	" [['Christopher McQuarrie', 'm']] "	" [['Tom Cruise', 'm'], ['David Ellison', 'm'], ['Dana Goldberg', 'f'], ['Don Granger', 'm'], ['Ken Kamins', 'm'], ['Gary Levinsohn', 'm'], ['Kevin J. Messick', 'm'], ['Jake Myers', 'm'], ['Paul Schwake', 'm'], ['Paula Wagner', 'f']] "	0.272727273	0.487510478	0	0	0.2	0.153846154	Drama
 Kill Your Darlings 	1311071	-5.0646884	1043274.151	2111787.669	1	2013	" [['Austin Bunn', 'm'], ['John Krokidas', 'm']] "	" [['John Krokidas', 'm']] "	" [['Michael Benaroya', 'm'], ['Marcelo Gandola', 'NULL'], ['Rose Ganguzza', 'f'], ['Jared Goldman', 'm'], ['Joe Jenckes', 'm'], ['Pamela Koffler', 'f'], ['John Krokidas', 'm'], ['James Lejsek', 'm'], ['Randy Manis', 'm'], ['Sierra Nielsen', 'NULL'], ['Missy Papageorge', 'f'], ['Stefan Sonnenfeld', 'm'], ['Christine Vachon', 'f']] "	0.272727273	0.078677686	0	0	0.307692308	0.25	Drama
 How to Train Your Dragon 2 	1646971	143893989.3	175652805.9	611403500.4	1	2014	" [['Dean DeBlois', 'm'], ['Cressida Cowell', 'f']] "	" [['Dean DeBlois', 'm']] "	" [['Bonnie Arnold', 'f'], ['Michael A. Connolly', 'm'], ['Doug Davison', 'm'], ['Dean DeBlois', 'm'], ['Kendra Haaland', 'f'], ['Roy Lee', 'm'], ['Chris Sanders', 'm'], ['Kate Spencer', 'f']] "	0.272727273	0.221348974	0.5	0	0.375	0.363636364	Adventure
 Kingsman: The Secret Service 	2802144	-6	-4	285135122	3	2014	" [['Jane Goldman', 'f'], ['Matthew Vaughn', 'm']] "	" [['Matthew Vaughn', 'm']] "	" [['Adam Bohling', 'm'], ['Dave Gibbons', 'm'], ['Jane Goldman', 'f'], ['Pierre Lagrange', 'm'], ['Stephen Marks', 'm'], ['Mark Millar', 'm'], ['David Reid', 'm'], ['Claudia Vaughn', 'NULL'], ['Matthew Vaughn', 'm']] "	0.272727273	0.064896036	0.5	0	0.111111111	0.166666667	&&&&
Legend	3569230	-6	-4	-20	3	2015				0.272727273	0.403089322	-5	-5	-5	-5	&&&&
Gremlins	87363	24974873.94	336408053.8	336408053.8	1	1984				0.266666667	0.16755603	-7	-8	-9	-10	&&&&
 Repo Man 	87995	3405664.628	5222018.893	5222018.893	2	1984				0.266666667	0.133481294	-7	-8	-9	-10	&&&&
 The Silence of the Lambs 	102926	34659493.1	226546088	477827414.3	3	1991				0.266666667	0.385485628	-7	-8	-9	-10	&&&&
 Ace Ventura: Pet Detective 	109040	19103980.33	114969978.5	170689921.8	2	1994				0.266666667	0.259625245	-7	-8	-9	-10	&&&&
 Ed Wood 	109707	28655971.51	9278908.246	9278908.246	3	1994				0.266666667	0.13267204	-7	-8	-9	-10	&&&&
 Devil in a Blue Dress 	112857	-6	-4	30941956	1	1995	" [['Walter Mosley', 'm'], ['Carl Franklin', 'm']] "	" [['Carl Franklin', 'm']] "	" [['Jesse Beaton', 'f'], ['Jonathan Demme', 'm'], ['Gary Goetzman', 'm'], ['Edward Saxon', 'm']] "	0.266666667	0.125911199	0	0	0.25	0.142857143	&&&&
K-PAX	272152	63782022.24	66858362.05	66858362.05	1	2001				0.266666667	0.166321363	-5	-5	-5	-5	Drama
 Star Wars: Episode II - Attack of the Clones 	121765	-6	-4	931886601	3	2002	" [['George Lucas', 'm'], ['Jonathan Hales', 'm']] "	" [['George Lucas', 'm']] "	" [['George Lucas', 'm'], ['Rick McCallum', 'm'], ['Lorne Orleans', 'm']] "	0.266666667	0.169394544	0	0	0	0	&&&&
 Jeepers Creepers II 	301470	32189031	45867825.39	154409237.9	3	2003	" [['Victor Salva', 'm']] "	" [['Victor Salva', 'm']] "	" [['Francis Ford Coppola', 'm'], [""""Kirk D'Amico"""", 'm'], ['Lucas Foster', 'm'], ['Tom Luse', 'm'], ['Bobby Rock', 'NULL'], ['Philip von Alvensleben', 'm']] "	0.266666667	0.19334893	0	0	0	0	Horror
 The Aviator 	338751	137152082.1	127936493.3	259804560.8	1	2004	" [['John Logan', 'm']] "	" [['Martin Scorsese', 'm']] "	" [['Chris Brigham', 'm'], ['Sandy Climan', 'NULL'], ['Colin Cotter', 'm'], ['Matthias Deyle', 'm'], ['Leonardo DiCaprio', 'm'], ['Charles Evans Jr.', 'm'], ['Graham King', 'm'], ['Michael Mann', 'm'], ['Aslan Nadery', 'NULL'], ['Joseph P. Reidy', 'm'], ['Volker Schauz', 'NULL'], ['Rick Schwartz', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm'], ['Rick Yorn', 'm'], ['Martin Scorsese', 'm']] "	0.266666667	0.176610009	0	0	0	0	Drama
 The Bourne Supremacy 	372183	105981154.4	219552367.3	359821542.1	2	2004	" [['Robert Ludlum', 'm'], ['Tony Gilroy', 'm']] "	" [['Paul Greengrass', 'm']] "	" [['Patrick Crowley', 'm'], ['Doug Liman', 'm'], ['Frank Marshall', 'm'], ['Henry Morrison', 'm'], ['Paul Sandberg', 'm'], ['Andrew R. Tennenbaum', 'm'], ['Jeffrey M. Weiner', 'm']] "	0.266666667	0.391792489	0	0	0	0	Thriller/Suspense
 The Butterfly Effect 	289879	16208882.43	72222639.36	119245745.7	2	2004	" [['J. Mackye Gruber', 'm'], ['Eric Bress', 'm']] "	" [['Eric Bress', 'm'], ['J. Mackye Gruber', 'm']] "	" [['Chris Bender', 'm'], ['Cale Boyter', 'NULL'], ['Richard Brener', 'm'], ['A.J. Dix', 'm'], ['Toby Emmerich', 'm'], ['Jason Goldberg', 'm'], ['David Krintzman', 'm'], ['Ashton Kutcher', 'm'], ['Anthony Rhulen', 'm'], ['Lisa Richardson', 'f'], ['William Shively', 'm'], ['J.C. Spink', 'm']] "	0.266666667	0.277629142	0	0	0.083333333	0.0625	Thriller/Suspense
Cellular	337921	56107669.95	39903301.07	76650538.22	3	2004	" [['Larry Cohen', 'm'], ['Chris Morgan', 'm']] "	" [['David R. Ellis', 'm']] "	" [['Richard Brener', 'm'], ['Douglas Curtis', 'm'], ['Dean Devlin', 'm'], ['Toby Emmerich', 'm'], ['Keith Goldberg', 'm'], ['Lauren Lloyd', 'f'], ['Marc Roskin', 'm']] "	0.266666667	0.213981952	0	0	0.142857143	0.1	Thriller/Suspense
 Art School Confidential 	364955	-6	-4	4209339	3	2006	" [['Daniel Clowes', 'm']] "	" [['Terry Zwigoff', 'm']] "	" [['Daniel Clowes', 'm'], ['Lianne Halfon', 'f'], ['Barbara A. Hall', 'f'], ['John Malkovich', 'm'], ['Russell Smith', 'm']] "	0.266666667	0.221485777	0	0	0.4	0.285714286	&&&&
 Pineapple Express 	910936	-6	-4	118088068	2	2008	" [['Seth Rogen', 'm'], ['Evan Goldberg', 'm'], ['Judd Apatow', 'm']] "	" [['David Gordon Green', 'm']] "	" [['Judd Apatow', 'm'], ['Evan Goldberg', 'm'], ['Patrick McIntire', 'm'], ['Shauna Robertson', 'f'], ['Seth Rogen', 'm'], ['Dara Weintraub', 'f']] "	0.266666667	0.108580724	0	0	0.333333333	0.2	&&&&
Avatar	499549	466047231	833958759.5	3052794666	2	2009	" [['James Cameron', 'm']] "	" [['James Cameron', 'm']] "	" [['Brooke Breton', 'f'], ['James Cameron', 'm'], ['Laeta Kalogridis', 'f'], ['Jon Landau', 'm'], ['Josh McLaglen', 'm'], ['Colin Wilson', 'm']] "	0.266666667	0.342014686	0	0	0.333333333	0.25	Action
Flight	1907668	31951973.73	96652014.92	165488999.8	3	2012	" [['John Gatins', 'm']] "	" [['Robert Zemeckis', 'm']] "	" [['Laurie MacDonald', 'f'], ['Cherylanne Martin', 'NULL'], ['Walter F. Parkes', 'm'], ['Jack Rapke', 'm'], ['Steve Starkey', 'm'], ['Robert Zemeckis', 'm']] "	0.266666667	0.218150736	0	0	0.166666667	0.125	Drama
Amadeus	86879	40867975.53	118001804.3	118001804.3	3	1984				0.263157895	0.184407552	-7	-8	-9	-10	&&&&
 Finding Nemo 	266543	121030756.6	489954867.5	1205710161	1	2003	" [['Andrew Stanton', 'm'], ['Bob Peterson', 'm'], ['David Reynolds', 'm']] "	" [['Andrew Stanton', 'm'], ['Lee Unkrich', 'm']] "	" [['John Lasseter', 'm'], ['Graham Walters', 'm']] "	0.263157895	0.248075098	0	0	0	0	Adventure
 The Hitchhiker's Guide to the Galaxy 	371724	54723007.8	62042650.31	124946263.8	1	2005	" [['Douglas Adams', 'm'], ['Karey Kirkpatrick', 'm']] "	" [['Garth Jennings', 'm']] "	" [['Douglas Adams', 'm'], ['Todd Arnow', 'm'], ['Gary Barber', 'm'], ['Roger Birnbaum', 'm'], ['Derek Evans', 'm'], ['Jonathan Glickman', 'm'], ['Nick Goldsmith', 'm'], ['Caroline Hewitt', 'f'], ['Jay Roach', 'm'], ['Rebekah Rudd', 'f'], ['Robbie Stamp', 'm']] "	0.263157895	0.125703906	0	0	0.181818182	0.142857143	Comedy
2012	1190080	219316344	182155565.8	864554391.8	1	2009	" [['Roland Emmerich', 'm'], ['Harald Kloser', 'm']] "	" [['Roland Emmerich', 'm']] "	" [['Aaron Boyd', 'm'], ['Roland Emmerich', 'm'], ['Ute Emmerich', 'f'], ['Volker Engel', 'm'], ['Larry J. Franco', 'm'], ['Mark Gordon', 'm'], ['Harald Kloser', 'm'], ['Marc Weigert', 'm'], ['Michael Wimer', 'm']] "	0.263157895	0.181123532	0	0	0.111111111	0.083333333	Action
 The Box 	362478	27414543	16505722.83	28886041.62	3	2009	" [['Richard Kelly', 'm']] "	" [['Richard Kelly', 'm']] "	" [['Sue Baden-Powell', 'f'], ['Terry Dougas', 'm'], ['Ted Field', 'm'], ['Edward H. Hamm Jr.', 'm'], ['Richard Kelly', 'm'], ['Paris Kasidokostas Latsis', 'm'], ['Dan Lin', 'm'], ['Sean McKittrick', 'm']] "	0.263157895	0.358405496	0	0	0.125	0.1	Thriller/Suspense
 The Other Guys 	1386588	108515129	129371712.9	185491930.9	0	2010	" [['Adam McKay', 'm'], ['Chris Henchy', 'm']] "	" [['Adam McKay', 'm']] "	" [['Joshua Church', 'm'], ['Patrick Crowley', 'm'], ['Jessica Elbaum', 'f'], ['Will Ferrell', 'm'], ['Chris Henchy', 'm'], ['David B. Householter', 'm'], ['Adam McKay', 'm'], ['Kevin J. Messick', 'm'], ['Jimmy Miller', 'm']] "	0.263157895	0.072276668	0	0	0.111111111	0.083333333	Comedy
 Somewhere in Time 	81534	14608198.25	27811709.23	27811709.23	2	1980				0.25	0.262082056	-7	-8	-9	-10	&&&&
 Star Trek: The Wrath of Khan 	84726	29333881.07	195346446.7	236626641.2	3	1982				0.25	0.211758201	-7	-8	-9	-10	&&&&
Ghostbusters	87332	68113292.56	541800657.3	662134141.8	1	1984				0.25	0.148262045	-7	-8	-9	-10	&&&&
Highlander	91203	34419861.42	12692323.87	27751012.99	3	1986				0.25	0.281690141	-7	-8	-9	-10	&&&&
 Star Trek V: The Final Frontier 	98382	57117190.57	99403043.85	133654226.8	1	1989				0.25	0.120282686	-7	-8	-9	-10	&&&&
 Die Hard 2 	99423	126423007.6	211891964.2	433114432.6	3	1990				0.25	0.138990914	-7	-8	-9	-10	&&&&
 Army of Darkness 	106308	18500111.46	19346029.9	36164313.32	2	1992				0.25	0.068535826	-7	-8	-9	-10	&&&&
 Batman Returns 	103776	134546262.3	273858212	448752637.6	0	1992				0.25	0.15912135	-7	-8	-9	-10	&&&&
 El Mariachi 	104815	11772.36172	3432477.088	3434172.746	0	1992				0.25	0.311160714	-7	-8	-9	-10	&&&&
Cliffhanger	106582	106165825	137279289.7	416496696.7	1	1993				0.25	0.223389021	-7	-8	-9	-10	&&&&
 Chain Reaction 	115857	-6	-4	113615013	1	1996	" [['Arne Schmidt', 'NULL'], ['Rick Seaman', 'm'], ['Josh Friedman', 'm'], ['J.F. Lawton', 'm'], ['Michael Bortman', 'm']] "	" [['Andrew Davis', 'm']] "	" [['Andrew Davis', 'm'], ['Arne Schmidt', 'NULL'], ['Erwin Stoff', 'm'], ['Richard D. Zanuck', 'm']] "	0.25	0.23625192	0	0	0	0	&&&&
 From Dusk Till Dawn 	116367	30188257.8	38835625.38	38841700.77	1	1996	" [['Robert Kurtzman', 'm'], ['Quentin Tarantino', 'm']] "	" [['Robert Rodriguez', 'm']] "	" [['Elizabeth Avellan', 'f'], ['Lawrence Bender', 'm'], ['John Esposito', 'm'], ['Paul Hellerman', 'm'], ['Robert Kurtzman', 'm'], ['Gianni Nunnari', 'm'], ['Robert Rodriguez', 'm'], ['Quentin Tarantino', 'm'], ['Meir Teper', 'm']] "	0.25	0.1023766	0	0	0.111111111	0.083333333	Horror
 Mars Attacks! 	116996	120753031.2	57012059.93	153010719.7	3	1996	" [['Len Brown', 'NULL'], ['Woody Gelman', 'NULL'], ['Wally Wood', 'NULL'], ['Bob Powell', 'm'], ['Norman Saunders', 'm'], ['Jonathan Gems', 'm']] "	" [['Tim Burton', 'm']] "	" [['Tim Burton', 'm'], ['Larry J. Franco', 'm'], ['Laurie Parker', 'f']] "	0.25	0.181987472	0	0	0.333333333	0.1	Comedy
 Air Force One 	118571	125418746.1	255199717	465183076.7	1	1997	" [['Andrew W. Marlowe', 'm']] "	" [['Wolfgang Petersen', 'm']] "	" [['Marc Abraham', 'm'], ['Armyan Bernstein', 'm'], ['Thomas A. Bliss', 'm'], ['Gail Katz', 'f'], ['David V. Lester', 'm'], ['Wolfgang Petersen', 'm'], ['Jonathan Shestack', 'm']] "	0.25	0.241776049	0	0	0.142857143	0.111111111	Action
Elizabeth	127536	-6	-4	60452000	3	1998	" [['Michael Hirst', 'm']] "	" [['Shekhar Kapur', 'm']] "	" [['Tim Bevan', 'm'], ['Liza Chasin', 'f'], ['Eric Fellner', 'm'], ['Debra Hayward', 'f'], ['Alison Owen', 'f']] "	0.25	0.483534577	0	0	0.6	0.428571429	&&&&
Rounders	128442	17412883.44	33261361.51	33261361.51	1	1998	" [['David Levien', 'm'], ['Brian Koppelman', 'm']] "	" [['John Dahl', 'm']] "	" [['Bobby Cohen', 'm'], ['Ted Demme', 'm'], ['Kerry Orent', 'NULL'], ['Joel Stillerman', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm']] "	0.25	0.082522585	0	0	0	0	Drama
