person1	 person1  average 	person2	 person  2  average 	 shared  movies 	 number  of  shared  movies 	 collaboration  average 
 Bruce  Berman 	2.2	 Alice  Hoffman 	3.0	 ['  Practical    Magic  '] 	1	3.0
 Bruce  Berman 	2.2	 Susan  Cartsonis 	2.3333333333333335	 ['  No    Reservations  '] 	1	3.0
 Bruce  Berman 	2.2	 Tim  Headington 	1.9090909090909092	 ['  Dark    Shadows  '] 	1	3.0
 Bruce  Berman 	2.2	 Graham  King 	1.6842105263157894	 ['  Dark    Shadows  '] 	1	3.0
 Bruce  Berman 	2.2	 Henning  Molfenter 	1.7894736842105268	 ['  Speed    Racer  '] 	1	3.0
 Bruce  Berman 	2.2	 Kevin  McCormick 	2.0	 ['  The    Lucky    One  ',  '  Gangster    Squad  '] 	2	2.0
 Bruce  Berman 	2.2	 Michael  Tadross 	1.9090909090909092	 ['  Sherlock    Holmes  ',  "  Winter's    Tale  ",  '  I    Am    Legend  ',  '  Gangster    Squad  '] 	4	2.0
 Bruce  Berman 	2.2	 Andy  Wachowski 	2.84	 ['  The    Matrix    Reloaded  ',  '  The    Matrix    Revolutions  ',  '  Jupiter    Ascending  ',  '  Speed    Racer  ',  '  The    Matrix  '] 	5	3.0
 Bruce  Berman 	2.2	 Lana  Wachowski 	2.84	 ['  The    Matrix    Reloaded  ',  '  The    Matrix    Revolutions  ',  '  Jupiter    Ascending  ',  '  Speed    Racer  ',  '  The    Matrix  '] 	5	3.0
 Bruce  Berman 	2.2	 Dan  Cracchiolo 	1.4	 ['  The    Matrix  '] 	1	3.0
 Bruce  Berman 	2.2	 Joel  Silver 	1.9615384615384615	 ['  The    Brave    One  ',  '  The    Matrix    Reloaded  ',  '  The    Matrix    Revolutions  ',  '  Sherlock    Holmes:    A    Game    of    Shadows  ',  '  Speed    Racer  ',  '  The    Matrix  ',  '  Sherlock    Holmes  '] 	7	2.4285714285714284
 Bruce  Berman 	2.2	 Baz  Luhrmann 	2.75	 ['  The    Great    Gatsby  '] 	1	3.0
 Bruce  Berman 	2.2	 Catherine  Knapman 	2.6666666666666665	 ['  The    Great    Gatsby  '] 	1	3.0
 Bruce  Berman 	2.2	 Catherine  Martin 	2.5	 ['  The    Great    Gatsby  '] 	1	3.0
 Bruce  Berman 	2.2	 Dave  Eggers 	2.0	 ['  Where    the    Wild    Things    Are  '] 	1	1.0
 Bruce  Berman 	2.2	 Mari-Jo  Winkler 	2.7142857142857144	 ['  No    Reservations  '] 	1	3.0
 Bruce  Berman 	2.2	 Jimmy  Miller 	1.7142857142857142	 ['  Get    Smart  '] 	1	1.0
 Bruce  Berman 	2.2	 Benjamin  Melniker 	1.8888888888888888	 ['Catwoman',  '  The    Lego    Movie  '] 	2	3.0
 Bruce  Berman 	2.2	 Michael  Uslan 	1.8888888888888888	 ['Catwoman',  '  The    Lego    Movie  '] 	2	3.0
 Bruce  Berman 	2.2	 Liz  Glotzer 	2.375	 ['  Music    and    Lyrics  '] 	1	3.0
 Bruce  Berman 	2.2	 Martin  Shafer 	2.5714285714285716	 ['  Music    and    Lyrics  '] 	1	3.0
 Bruce  Berman 	2.2	 Adam  Brooks 	2.857142857142857	 ['  Practical    Magic  '] 	1	3.0
 Bruce  Berman 	2.2	 Gary  Goetzman 	2.272727272727273	 ['  Where    the    Wild    Things    Are  '] 	1	1.0
 Bruce  Berman 	2.2	 Lucy  Fisher 	2.375	 ['  The    Great    Gatsby  '] 	1	3.0
 Bruce  Berman 	2.2	 Douglas  Wick 	2.230769230769231	 ['  The    Great    Gatsby  '] 	1	3.0
 Bruce  Berman 	2.2	 John  August 	2.272727272727273	 ['  Charlie    and    the    Chocolate    Factory  ',  '  Dark    Shadows  '] 	2	3.0
 Bruce  Berman 	2.2	 Jez  Butterworth 	2.0	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Patrick  McCormick 	1.6	 ['  Charlie    and    the    Chocolate    Factory  '] 	1	3.0
 Bruce  Berman 	2.2	 James  Packer 	2.2	 ["  Winter's    Tale  ",  '  The    Lego    Movie  '] 	2	3.0
 Bruce  Berman 	2.2	 Susan  Downey 	2.0	 ['  The    Brave    One  ',  '  Sherlock    Holmes  ',  '  Sherlock    Holmes:    A    Game    of    Shadows  ',  '  The    Judge  '] 	4	1.75
 Bruce  Berman 	2.2	 Scott  Strauss 	1.0	 ['  Training    Day  '] 	1	1.0
 Bruce  Berman 	2.2	 Charlie  Woebcken 	1.875	 ['  Speed    Racer  '] 	1	3.0
 Bruce  Berman 	2.2	 Antoine  Fuqua 	1.2222222222222223	 ['  Training    Day  '] 	1	1.0
 Bruce  Berman 	2.2	 Jessica  Alan 	1.3333333333333333	 ['  Speed    Racer  '] 	1	3.0
 Bruce  Berman 	2.2	 Neil  Jordan 	3.0	 ['  The    Brave    One  '] 	1	3.0
 Bruce  Berman 	2.2	 Nigel  Gostelow 	2.3333333333333335	 ['  Dark    Shadows  '] 	1	3.0
 Bruce  Berman 	2.2	 Su  Armstrong 	2.25	 ['  Queen    of    the    Damned  '] 	1	3.0
 Bruce  Berman 	2.2	 Tom  Hanks 	2.4166666666666665	 ['  Where    the    Wild    Things    Are  '] 	1	1.0
 Bruce  Berman 	2.2	 Theresa  Rebeck 	3.0	['Catwoman']	1	3.0
 Bruce  Berman 	2.2	 John  D.  Brancato 	2.0	['Catwoman']	1	3.0
 Bruce  Berman 	2.2	 Michael  Ferris 	2.0	['Catwoman']	1	3.0
 Bruce  Berman 	2.2	Pitof	3	['Catwoman']	1	3.0
 Bruce  Berman 	2.2	 Alison  Greenspan 	2.7777777777777777	 ['  The    Lucky    One  ',  'Catwoman'] 	2	3.0
 Bruce  Berman 	2.2	 Robert  Kirby 	3.0	 ['Catwoman',  '  Rumor    Has    It...  '] 	2	3.0
 Bruce  Berman 	2.2	 Roald  Dahl 	2.5	 ['  Charlie    and    the    Chocolate    Factory  '] 	1	3.0
 Bruce  Berman 	2.2	 Liccy  Dahl 	3.0	 ['  Charlie    and    the    Chocolate    Factory  '] 	1	3.0
 Bruce  Berman 	2.2	 Brad  Grey 	2.375	 ['  Charlie    and    the    Chocolate    Factory  '] 	1	3.0
 Bruce  Berman 	2.2	 Michael  Siegel 	2.0	 ['  Charlie    and    the    Chocolate    Factory  '] 	1	3.0
 Bruce  Berman 	2.2	 Craig  Pearce 	2.5	 ['  The    Great    Gatsby  '] 	1	3.0
 Bruce  Berman 	2.2	 Frederic  W.  Brost 	1.25	 ["  Ocean's    Twelve  ",  "  Ocean's    Thirteen  "] 	2	1.5
 Bruce  Berman 	2.2	 Gregory  Jacobs 	1.8571428571428572	 ['  Edge    of    Tomorrow  ',  "  Ocean's    Twelve  ",  "  Ocean's    Thirteen  "] 	3	1.3333333333333333
 Bruce  Berman 	2.2	 Rob  Cowan 	2.6666666666666665	 ['  San    Andreas  '] 	1	3.0
 Bruce  Berman 	2.2	 Tim  Lewis 	2.5	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Grant  Hill 	2.3	 ['  Speed    Racer  ',  '  The    Matrix    Reloaded  ',  '  Jupiter    Ascending  ',  '  The    Matrix    Revolutions  '] 	4	3.0
 Bruce  Berman 	2.2	 Roberto  Malerba 	2.6	 ['  Speed    Racer  ',  '  Jupiter    Ascending  '] 	2	3.0
 Bruce  Berman 	2.2	 Francis  Lawrence 	2.2	 ['  I    Am    Legend  '] 	1	3.0
 Bruce  Berman 	2.2	 Allison  Abbate 	1.3333333333333333	 ['  The    Lego    Movie  '] 	1	3.0
 Bruce  Berman 	2.2	 Herb  Gains 	2.2857142857142856	 ['  The    Brave    One  ',  '  The    Judge  '] 	2	2.5
 Bruce  Berman 	2.2	 Steve  Carell 	2.2	 ['  Get    Smart  '] 	1	1.0
 Bruce  Berman 	2.2	 Andrew  Mason 	2.3636363636363638	 ['  The    Matrix    Reloaded  ',  '  The    Matrix    Revolutions  ',  '  Red    Planet  ',  '  The    Matrix  ',  '  Queen    of    the    Damned  '] 	5	2.4
 Bruce  Berman 	2.2	 Dan  Curtis 	3	 ['  Dark    Shadows  '] 	1	3.0
 Bruce  Berman 	2.2	 Christi  Dembrowski 	2.0	 ['  Dark    Shadows  '] 	1	3.0
 Bruce  Berman 	2.2	 Johnny  Depp 	1.8	 ['  Dark    Shadows  '] 	1	3.0
 Bruce  Berman 	2.2	 David  Kennedy 	3	 ['  Dark    Shadows  '] 	1	3.0
 Bruce  Berman 	2.2	 Doug  Davison 	2.5384615384615383	 ['  The    Lake    House  '] 	1	3.0
 Bruce  Berman 	2.2	 D.J.  Caruso 	1.75	 ['  Taking    Lives  '] 	1	2.0
 Bruce  Berman 	2.2	 Andrew  Klavan 	3.0	 ["  Don't    Say    A    Word  "] 	1	3.0
 Bruce  Berman 	2.2	 Anthony  Peckham 	1.6666666666666667	 ["  Don't    Say    A    Word  ",  '  Sherlock    Holmes  '] 	2	2.0
 Bruce  Berman 	2.2	 Patrick  Smith  Kelly 	3	 ["  Don't    Say    A    Word  "] 	1	3.0
 Bruce  Berman 	2.2	 Gary  Fleder 	1.2857142857142858	 ["  Don't    Say    A    Word  "] 	1	3.0
 Bruce  Berman 	2.2	 Jeffrey  Downer 	2.3333333333333335	 ["  Don't    Say    A    Word  "] 	1	3.0
 Bruce  Berman 	2.2	 Nana  Greenwald 	2.5	 ["  Don't    Say    A    Word  "] 	1	3.0
 Bruce  Berman 	2.2	 Anne  Kopelson 	2.2	 ["  Don't    Say    A    Word  "] 	1	3.0
 Bruce  Berman 	2.2	 Arnold  Kopelson 	2.2	 ["  Don't    Say    A    Word  "] 	1	3.0
 Bruce  Berman 	2.2	 William  Goldman 	0.5	['Dreamcatcher']	1	0.0
 Bruce  Berman 	2.2	 Lawrence  Kasdan 	0.5	['Dreamcatcher']	1	0.0
 Bruce  Berman 	2.2	 Stephen  P.  Dunn 	0	['Dreamcatcher']	1	0.0
 Bruce  Berman 	2.2	 Casey  Grant 	1.3333333333333333	['Dreamcatcher']	1	0.0
 Bruce  Berman 	2.2	 Jon  Hutman 	0	['Dreamcatcher']	1	0.0
 Bruce  Berman 	2.2	 Charles  Okun 	1.0	['Dreamcatcher']	1	0.0
 Bruce  Berman 	2.2	 Frank  Capra  III 	2.25	 ['  Rumor    Has    It...  ',  '  The    Adventures    of    Pluto    Nash  '] 	2	2.5
 Bruce  Berman 	2.2	 Christopher  McQuarrie 	0.8333333333333334	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 John-Henry  Butterworth 	2.0	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Hiroshi  Sakurazaka 	1	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Doug  Liman 	1.8333333333333333	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 David  Bartis 	2.0	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Hidemi  Fukuhara 	1	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Joby  Harold 	1	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Jason  Hoffs 	1.0	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Tom  Lassally 	2.0	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Kim  H.  Winther 	2.1666666666666665	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Jon  Berg 	1.0	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 Greg  Silverman 	0.5	 ['  Edge    of    Tomorrow  '] 	1	1.0
 Bruce  Berman 	2.2	 David  Ayer 	2.076923076923077	 ['  Training    Day  '] 	1	1.0
 Bruce  Berman 	2.2	 Tom  J.  Astle 	2.3333333333333335	 ['  Get    Smart  '] 	1	1.0
 Bruce  Berman 	2.2	 Matt  Ember 	2.3333333333333335	 ['  Get    Smart  '] 	1	1.0
 Bruce  Berman 	2.2	 John  Hardy 	2.0	 ["  Ocean's    Eleven  ",  "  Ocean's    Twelve  "] 	2	1.5
 Bruce  Berman 	2.2	 Barrie  M.  Osborne 	1.5714285714285714	 ['  The    Great    Gatsby  ',  '  The    Matrix  '] 	2	3.0
 Bruce  Berman 	2.2	 Kerry  Foster 	2.25	 ["  Winter's    Tale  "] 	1	3.0
 Bruce  Berman 	2.2	 Bill  Bannerman 	2.375	['Goosebumps']	1	1.0
 Bruce  Berman 	2.2	 Steven  Quale 	2.5	 ['  Into    the    Storm  '] 	1	3.0
 Bruce  Berman 	2.2	 Charles  J.D.  Schlissel 	1.8333333333333333	 ['  Red    Planet  '] 	1	0.0
 Bruce  Berman 	2.2	 Nicholas  Stoller 	1.8571428571428572	 ['  Yes    Man  '] 	1	1.0
 Bruce  Berman 	2.2	 David  Dobkin 	1.3571428571428572	 ['  The    Judge  '] 	1	2.0
 Bruce  Berman 	2.2	 Dana  Goldberg 	1.6875	 ['  The    Brave    One  ',  '  Get    Smart  ',  '  The    Lake    House  ',  '  Yes    Man  ',  '  I    Am    Legend  ',  '  Taking    Lives  ',  '  Sherlock    Holmes  '] 	7	2.0
 Bruce  Berman 	2.2	 Elizabeth  Cantillon 	1.6666666666666667	['Goosebumps']	1	1.0
 Bruce  Berman 	2.2	 Will  Beall 	1	 ['  Gangster    Squad  '] 	1	1.0
 Bruce  Berman 	2.2	 Paul  Lieberman 	1.0	 ['  Gangster    Squad  '] 	1	1.0
 Bruce  Berman 	2.2	 Dan  Lin 	1.8571428571428572	 ['  The    Lego    Movie  ',  '  Sherlock    Holmes  ',  '  Gangster    Squad  ',  '  Sherlock    Holmes:    A    Game    of    Shadows  '] 	4	1.5
 Bruce  Berman 	2.2	 Jon  Silk 	1.5	 ['  Gangster    Squad  '] 	1	1.0
 Bruce  Berman 	2.2	 Ravi  D.  Mehta 	2.0	 ['  The    Lucky    One  '] 	1	3.0
 Bruce  Berman 	2.2	 Alex  Gartner 	2.0	 ['  Get    Smart  '] 	1	1.0
 Bruce  Berman 	2.2	 Alan  Glazer 	2.5	 ['  Get    Smart  '] 	1	1.0
 Bruce  Berman 	2.2	 Brent  O'Connor 	2.0	 ['  Get    Smart  '] 	1	1.0
 Bruce  Berman 	2.2	 Martin  Bregman 	2.6666666666666665	 ['  The    Adventures    of    Pluto    Nash  '] 	1	2.0
 Bruce  Berman 	2.2	 Michael  Bregman 	2.5	 ['  The    Adventures    of    Pluto    Nash  '] 	1	2.0
 Bruce  Berman 	2.2	 Louis  A.  Stroller 	2.25	 ['  The    Adventures    of    Pluto    Nash  '] 	1	2.0
 Bruce  Berman 	2.2	 Dennis  Lehane 	1.8	 ['  Mystic    River  '] 	1	3.0
 Bruce  Berman 	2.2	 Darren  Lemke 	1.25	['Goosebumps']	1	1.0
 Bruce  Berman 	2.2	 R.L.  Stine 	1	['Goosebumps']	1	1.0
 Bruce  Berman 	2.2	 Rob  Letterman 	1.8	['Goosebumps']	1	1.0
 Bruce  Berman 	2.2	 Greg  Baxter 	1	['Goosebumps']	1	1.0
 Bruce  Berman 	2.2	 Deborah  Forte 	2.5	['Goosebumps']	1	1.0
 Bruce  Berman 	2.2	 Hannah  Minghella 	1	['Goosebumps']	1	1.0
 Bruce  Berman 	2.2	 Davis  Guggenheim 	2.5	 ['  Training    Day  '] 	1	1.0
 Bruce  Berman 	2.2	 Nick  Schenk 	2.0	 ['  Gran    Torino  ',  '  The    Judge  '] 	2	2.0
 Bruce  Berman 	2.2	 Dave  Johannson 	2	 ['  Gran    Torino  '] 	1	2.0
 Bruce  Berman 	2.2	 Jenette  Kahn 	2	 ['  Gran    Torino  '] 	1	2.0
 Bruce  Berman 	2.2	 Adam  Richman 	2	 ['  Gran    Torino  '] 	1	2.0
 Bruce  Berman 	2.2	 Christopher  DeFaria 	2.0	 ['  Mad    Max:    Fury    Road  '] 	1	3.0
 Bruce  Berman 	2.2	 David  Heyman 	2.411764705882353	 ['  I    Am    Legend  ',  '  Yes    Man  ',  '  Taking    Lives  '] 	3	2.0
 Bruce  Berman 	2.2	 Lionel  Wigram 	2.4	 ['  Sherlock    Holmes  ',  '  Sherlock    Holmes:    A    Game    of    Shadows  '] 	2	1.0
 Bruce  Berman 	2.2	 Jodie  Foster 	2.5	 ['  The    Brave    One  '] 	1	3.0
 Bruce  Berman 	2.2	 Dan  Hageman 	3.0	 ['  The    Lego    Movie  '] 	1	3.0
 Bruce  Berman 	2.2	 Kevin  Hageman 	3.0	 ['  The    Lego    Movie  '] 	1	3.0
 Bruce  Berman 	2.2	 Sonny  Mallhi 	2.8333333333333335	 ['  The    Lake    House  '] 	1	3.0
 Bruce  Berman 	2.2	 Donald  Petrie 	3.0	 ['  Miss    Congeniality  '] 	1	3.0
 Bruce  Berman 	2.2	 Roy  Lee 	2.5	 ['  The    Lego    Movie  ',  '  The    Lake    House  '] 	2	3.0
 Bruce  Berman 	2.2	 Mark  Protosevich 	2.2857142857142856	 ['  I    Am    Legend  '] 	1	3.0
 Bruce  Berman 	2.2	 Richard  Matheson 	2.0	 ['  I    Am    Legend  '] 	1	3.0
 Bruce  Berman 	2.2	 John  William  Corrington 	3	 ['  I    Am    Legend  '] 	1	3.0
 Bruce  Berman 	2.2	 Joyce  Hooper  Corrington 	3	 ['  I    Am    Legend  '] 	1	3.0
 Bruce  Berman 	2.2	 Tracy  Torme 	3	 ['  I    Am    Legend  '] 	1	3.0
 Bruce  Berman 	2.2	 John  Swetnam 	2.6666666666666665	 ['  Into    the    Storm  '] 	1	3.0
 Bruce  Berman 	2.2	 W.  Mark  McNair 	2.3333333333333335	 ['  Into    the    Storm  '] 	1	3.0
 Bruce  Berman 	2.2	 Jeremy  Stein 	3	 ['  Into    the    Storm  '] 	1	3.0
 Bruce  Berman 	2.2	 Bettina  Sofia  Viviano 	2.0	 ['  Three    to    Tango  '] 	1	1.0
 Bruce  Berman 	2.2	 John  Pasquin 	2.5	 ['  Miss    Congeniality    2:    Armed    &    Fabulous  '] 	1	3.0
 Bruce  Berman 	2.2	 Guy  Ritchie 	1.3333333333333333	 ['  Sherlock    Holmes  ',  '  Sherlock    Holmes:    A    Game    of    Shadows  '] 	2	1.0
 Bruce  Berman 	2.2	 George  Miller 	3.0	 ['  Mad    Max:    Fury    Road  '] 	1	3.0
 Bruce  Berman 	2.2	 Brendan  McCarthy 	3	 ['  Mad    Max:    Fury    Road  '] 	1	3.0
 Bruce  Berman 	2.2	 Nick  Lathouris 	3	 ['  Mad    Max:    Fury    Road  '] 	1	3.0
 Bruce  Berman 	2.2	 Doug  Mitchell 	3	 ['  Mad    Max:    Fury    Road  '] 	1	3.0
 Bruce  Berman 	2.2	 Holly  Radcliffe 	3	 ['  Mad    Max:    Fury    Road  '] 	1	3.0
 Bruce  Berman 	2.2	 Courtenay  Valenti 	3	 ['  Mad    Max:    Fury    Road  '] 	1	3.0
 Bruce  Berman 	2.2	 P.J.  Voeten 	3	 ['  Mad    Max:    Fury    Road  '] 	1	3.0
 Bruce  Berman 	2.2	 Robin  Swicord 	3.0	 ['  Practical    Magic  '] 	1	3.0
 Bruce  Berman 	2.2	 Marc  Lawrence 	3.0	 ['  Miss    Congeniality  ',  '  Miss    Congeniality    2:    Armed    &    Fabulous  ',  '  Music    and    Lyrics  ',  '  Two    Weeks    Notice  '] 	4	3.0
 Bruce  Berman 	2.2	 Katie  Ford 	3.0	 ['  Miss    Congeniality  '] 	1	3.0
 Bruce  Berman 	2.2	 Caryn  Lucas 	3	 ['  Miss    Congeniality  '] 	1	3.0
 Bruce  Berman 	2.2	 Gesine  Bullock-Prado 	3	 ['  Miss    Congeniality    2:    Armed    &    Fabulous  '] 	1	3.0
 Bruce  Berman 	2.2	 Scott  Elias 	3	 ['  Music    and    Lyrics  '] 	1	3.0
 Bruce  Berman 	2.2	 Hal  Gaba 	3	 ['  Music    and    Lyrics  '] 	1	3.0
 Bruce  Berman 	2.2	 Melissa  Wells 	3	 ['  Music    and    Lyrics  '] 	1	3.0
 Bruce  Berman 	2.2	 Neil  Cuthbert 	1.5	 ['  The    Adventures    of    Pluto    Nash  '] 	1	2.0
 Bruce  Berman 	2.2	 Judie  Hoyt 	3	 ['  Mystic    River  '] 	1	3.0
 Bruce  Berman 	2.2	 Carol  Fuchs 	3	 ['  No    Reservations  '] 	1	3.0
 Bruce  Berman 	2.2	 Sandra  Nettelbeck 	3	 ['  No    Reservations  '] 	1	3.0
 Bruce  Berman 	2.2	 Scott  Hicks 	3.0	 ['  The    Lucky    One  ',  '  No    Reservations  '] 	2	3.0
 Bruce  Berman 	2.2	 Sergio  Aguero 	3.0	 ['  No    Reservations  '] 	1	3.0
 Bruce  Berman 	2.2	 Kerry  Heysen 	3.0	 ['  The    Lucky    One  ',  '  No    Reservations  '] 	2	3.0
 Bruce  Berman 	2.2	 George  Clayton  Johnson 	1	 ["  Ocean's    Eleven  "] 	1	1.0
 Bruce  Berman 	2.2	 Jack  Golden  Russell 	1	 ["  Ocean's    Eleven  "] 	1	1.0
 Bruce  Berman 	2.2	 Harry  Brown 	1	 ["  Ocean's    Eleven  "] 	1	1.0
 Bruce  Berman 	2.2	 Charles  Lederer 	1	 ["  Ocean's    Eleven  "] 	1	1.0
 Bruce  Berman 	2.2	 Ted  Griffin 	2.0	 ['  Rumor    Has    It...  ',  "  Ocean's    Eleven  "] 	2	2.0
 Bruce  Berman 	2.2	 Susan  Ekins 	2.1666666666666665	 ["  Ocean's    Eleven  ",  "  Ocean's    Twelve  ",  "  Ocean's    Thirteen  "] 	3	1.3333333333333333
 Bruce  Berman 	2.2	 R.J.  Louis 	2.0	 ["  Ocean's    Eleven  "] 	1	1.0
 Bruce  Berman 	2.2	 Jerry  Weintraub 	2.1666666666666665	 ["  Ocean's    Eleven  ",  "  Ocean's    Twelve  ",  "  Ocean's    Thirteen  "] 	3	1.3333333333333333
 Bruce  Berman 	2.2	 Brian  Koppelman 	1.125	 ["  Ocean's    Thirteen  "] 	1	1.0
 Bruce  Berman 	2.2	 David  Levien 	1.125	 ["  Ocean's    Thirteen  "] 	1	1.0
 Bruce  Berman 	2.2	 George  Nolfi 	2.3333333333333335	 ["  Ocean's    Twelve  "] 	1	2.0
 Bruce  Berman 	2.2	 John  Powers  Middleton 	2.0	 ['  The    Lego    Movie  '] 	1	3.0
 Bruce  Berman 	2.2	 John  B.  Carls 	1.0	 ['  Where    the    Wild    Things    Are  '] 	1	1.0
 Bruce  Berman 	2.2	 Keri  Selig 	2.3333333333333335	 ['  Three    to    Tango  '] 	1	1.0
 Bruce  Berman 	2.2	 Michael  Robert  Johnson 	2.0	 ['  Sherlock    Holmes  '] 	1	1.0
 Bruce  Berman 	2.2	 Griffin  Dunne 	3	 ['  Practical    Magic  '] 	1	3.0
 Bruce  Berman 	2.2	 David  Auburn 	3.0	 ['  The    Lake    House  '] 	1	3.0
 Bruce  Berman 	2.2	 Anne  Rice 	3	 ['  Queen    of    the    Damned  '] 	1	3.0
 Bruce  Berman 	2.2	 Scott  Abbott 	3	 ['  Queen    of    the    Damned  '] 	1	3.0
 Bruce  Berman 	2.2	 Michael  Petroni 	2.6	 ['  Queen    of    the    Damned  '] 	1	3.0
 Bruce  Berman 	2.2	 Michael  Rymer 	3	 ['  Queen    of    the    Damned  '] 	1	3.0
 Bruce  Berman 	2.2	 Channing  Dungey 	3	 ['  Queen    of    the    Damned  '] 	1	3.0
 Bruce  Berman 	2.2	 Jorge  Saralegui 	1.5	 ['  Queen    of    the    Damned  ',  '  Red    Planet  '] 	2	1.5
 Bruce  Berman 	2.2	 Jeremy  Passmore 	2.0	 ['  San    Andreas  '] 	1	3.0
 Bruce  Berman 	2.2	 Chuck  Pfarrer 	1.5	 ['  Red    Planet  '] 	1	0.0
 Bruce  Berman 	2.2	 Jonathan  Lemkin 	1.3333333333333333	 ['  Red    Planet  '] 	1	0.0
 Bruce  Berman 	2.2	 Antony  Hoffman 	0	 ['  Red    Planet  '] 	1	0.0
 Bruce  Berman 	2.2	 Jim  Rowe 	2.6666666666666665	['Valentine']	1	2.0
 Bruce  Berman 	2.2	 Will  Fetters 	3.0	 ['  The    Lucky    One  '] 	1	3.0
 Bruce  Berman 	2.2	 Steve  Clark-Hall 	1.5	 ['  Sherlock    Holmes  ',  '  Sherlock    Holmes:    A    Game    of    Shadows  '] 	2	1.0
 Bruce  Berman 	2.2	 Rob  Reiner 	2.5	 ['  Rumor    Has    It...  '] 	1	3.0
 Bruce  Berman 	2.2	 Carlton  Cuse 	3	 ['  San    Andreas  '] 	1	3.0
 Bruce  Berman 	2.2	 Andre  Fabrizio 	3	 ['  San    Andreas  '] 	1	3.0
 Bruce  Berman 	2.2	 Brad  Peyton 	3	 ['  San    Andreas  '] 	1	3.0
 Bruce  Berman 	2.2	 Hiram  Garcia 	3	 ['  San    Andreas  '] 	1	3.0
 Bruce  Berman 	2.2	 David  Wisnievitz 	2.3333333333333335	 ['  Training    Day  '] 	1	1.0
 Bruce  Berman 	2.2	 Michele  Mulroney 	1	 ['  Sherlock    Holmes:    A    Game    of    Shadows  '] 	1	1.0
 Bruce  Berman 	2.2	 Kieran  Mulroney 	1	 ['  Sherlock    Holmes:    A    Game    of    Shadows  '] 	1	1.0
 Bruce  Berman 	2.2	 Ethan  Erwin 	1	 ['  Sherlock    Holmes:    A    Game    of    Shadows  '] 	1	1.0
 Bruce  Berman 	2.2	 Lauren  Meek 	1	 ['  Sherlock    Holmes:    A    Game    of    Shadows  '] 	1	1.0
 Bruce  Berman 	2.2	 Tatsuo  Yoshida 	3	 ['  Speed    Racer  '] 	1	3.0
 Bruce  Berman 	2.2	 Michael  Lambert 	3	 ['  Speed    Racer  '] 	1	3.0
 Bruce  Berman 	2.2	 David  Lane  Seltzer 	3	 ['  Speed    Racer  '] 	1	3.0
 Bruce  Berman 	2.2	 Michael  Pye 	2	 ['  Taking    Lives  '] 	1	2.0
 Bruce  Berman 	2.2	 Jon  Bokenkamp 	2.5	 ['  Taking    Lives  '] 	1	2.0
 Bruce  Berman 	2.2	 Anna  DeRoy 	2	 ['  Taking    Lives  '] 	1	2.0
 Bruce  Berman 	2.2	 Ron  Underwood 	2	 ['  The    Adventures    of    Pluto    Nash  '] 	1	2.0
 Bruce  Berman 	2.2	 Michael  Klawitter 	2	 ['  The    Adventures    of    Pluto    Nash  '] 	1	2.0
 Bruce  Berman 	2.2	 Bruce  A.  Taylor 	3	 ['  The    Brave    One  '] 	1	3.0
 Bruce  Berman 	2.2	 Cynthia  Mort 	3	 ['  The    Brave    One  '] 	1	3.0
 Bruce  Berman 	2.2	 David  Gambino 	2.6666666666666665	 ['  The    Brave    One  ',  '  The    Judge  '] 	2	2.5
 Bruce  Berman 	2.2	 Jeff  Kleeman 	2.25	 ['  The    Judge  '] 	1	2.0
 Bruce  Berman 	2.2	 F.  Scott  Fitzgerald 	3.0	 ['  The    Great    Gatsby  '] 	1	3.0
 Bruce  Berman 	2.2	 Anton  Monsted 	3	 ['  The    Great    Gatsby  '] 	1	3.0
 Bruce  Berman 	2.2	 Donna  Powers 	1.5	['Valentine']	1	2.0
 Bruce  Berman 	2.2	 Wayne  Powers 	1.5	['Valentine']	1	2.0
 Bruce  Berman 	2.2	 Bill  Dubuque 	2	 ['  The    Judge  '] 	1	2.0
 Bruce  Berman 	2.2	 Eun-Jeong  Kim 	3	 ['  The    Lake    House  '] 	1	3.0
 Bruce  Berman 	2.2	 Ji-na  Yeo 	3	 ['  The    Lake    House  '] 	1	3.0
 Bruce  Berman 	2.2	 Alejandro  Agresti 	3	 ['  The    Lake    House  '] 	1	3.0
