person1	 person1  av 	person2	 person2  av 	sharedTitles	numSharedTitles
 Lianne  Halfon 	3.0	 John  Malkovich 	3.0	 ['  Cesar  Chavez  ',  '  Young  Adult  ',  '  The  Perks  of  Being  a  Wallflower  ',  '  Art  School  Confidential  ',  'Juno',  '  Ghost  World  '] 	6	3.0
 Lianne  Halfon 	3.0	 Brad  Van  Arragon 	2.8333333333333335	['Juno']	1	3.0
 Lianne  Halfon 	3.0	 Diablo  Cody 	3.0	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Lianne  Halfon 	3.0	 Daniel  Dubiecki 	2.3333333333333335	['Juno']	1	3.0
 Lianne  Halfon 	3.0	 Jim  Miller 	3.0	['Juno']	1	3.0
 Jason  Reitman 	2.230769230769231	 Russell  Smith 	2.75	 ['  Young  Adult  ',  '"  Jeff,  Who  Lives  at  Home  "',  'Juno'] 	3	3.0
 Jason  Reitman 	2.230769230769231	 Joseph  Drake 	2.5238095238095237	['Juno']	1	3.0
 Jason  Reitman 	2.230769230769231	 Nathan  Kahane 	2.3846153846153855	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Jason  Reitman 	2.230769230769231	 Mason  Novick 	2.375	 ['  Young  Adult  ',  "  Jennifer's  Body  ",  'Juno'] 	3	3.0
 Jason  Reitman 	2.230769230769231	 Kelli  Konop 	2.5384615384615383	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Jason  Reitman 	2.230769230769231	 John  Malkovich 	3.0	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Jason  Reitman 	2.230769230769231	 Brad  Van  Arragon 	2.8333333333333335	 ["  Jennifer's  Body  ",  'Juno'] 	2	3.0
 Jason  Reitman 	2.230769230769231	 Diablo  Cody 	3.0	 ['  Young  Adult  ',  "  Jennifer's  Body  ",  'Juno'] 	3	3.0
 Jason  Reitman 	2.230769230769231	 Jim  Miller 	3.0	['Juno']	1	3.0
 Russell  Smith 	2.75	 Joseph  Drake 	2.5238095238095237	['Juno']	1	3.0
 Russell  Smith 	2.75	 Nathan  Kahane 	2.3846153846153855	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Russell  Smith 	2.75	 Mason  Novick 	2.375	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Russell  Smith 	2.75	 Kelli  Konop 	2.5384615384615383	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Russell  Smith 	2.75	 John  Malkovich 	3.0	 ['  Cesar  Chavez  ',  '  Young  Adult  ',  '  The  Perks  of  Being  a  Wallflower  ',  '  Art  School  Confidential  ',  'Juno',  '  Ghost  World  '] 	6	3.0
 Russell  Smith 	2.75	 Brad  Van  Arragon 	2.8333333333333335	['Juno']	1	3.0
 Russell  Smith 	2.75	 Diablo  Cody 	3.0	 ['  Young  Adult  ',  'Juno'] 	2	3.0
 Russell  Smith 	2.75	 Daniel  Dubiecki 	2.3333333333333335	['Juno']	1	3.0
 Russell  Smith 	2.75	 Jim  Miller 	3.0	['Juno']	1	3.0
 Alexander  Payne 	2.4375	 Bob  Yari 	2.5	 ['  Gray  Matters  '] 	1	3.0
 Alexander  Payne 	2.4375	 Doug  Mankoff 	3.0	['Nebraska']	1	3.0
 Alexander  Payne 	2.4375	 Albert  Berger 	2.875	 ['Nebraska',  'Election'] 	2	3.0
 Alexander  Payne 	2.4375	 Ron  Yerxa 	2.875	 ['Nebraska',  'Election'] 	2	3.0
 Alexander  Payne 	2.4375	 Bob  Nelson 	3	['Nebraska']	1	3.0
 Alexander  Payne 	2.4375	 Neil  Tabatznik 	3	['Nebraska']	1	3.0
 Alexander  Payne 	2.4375	 Julie  M.  Thompson 	3	['Nebraska']	1	3.0
 Alexander  Payne 	2.4375	 Rex  Pickett 	3	['Sideways']	1	3.0
 Jim  Taylor 	2.375	 George  Parra 	2.7142857142857144	 ['  The  Descendants  ',  'Sideways'] 	2	3.0
 Jim  Taylor 	2.375	 Albert  Berger 	2.875	['Election']	1	3.0
 Jim  Taylor 	2.375	 Ron  Yerxa 	2.875	['Election']	1	3.0
 Jim  Taylor 	2.375	 Michael  London 	1.9	['Sideways']	1	3.0
 Jim  Taylor 	2.375	 Rex  Pickett 	3	['Sideways']	1	3.0
 Andrew  Stanton 	1.7777777777777777	 Colin  Wilson 	2.0	 ['  John  Carter  '] 	1	3.0
 Ethan  Coen 	1.8333333333333333	 Brian  Grazer 	2.074074074074074	 ['  Intolerable  Cruelty  '] 	1	3.0
 Ethan  Coen 	1.8333333333333333	 Megan  Ellison 	1.8181818181818181	 ['  True  Grit  '] 	1	3.0
